"";"X.1";"plot_ID";"tree_ID";"tree_inventory_status";"multi_stem";"dist_cm";"azi_gon";"age";"age_meth";"SP_code";"Kraft";"C_layer";"H_dm";"C_h_dm";"D_mm";"DBH_h_cm";"inv_year";"inv";"X";"Nr_code";"Chr_code_ger";"name";"bot_name";"bot_genus";"bot_species";"Flora_EU";"LH_NH";"IPC";"WZE";"BWI";"BZE_al";"tpS_SP_com_name";"tpS_ID";"H_SP_group";"BWI_SP_group";"Bio_SP_group";"N_SP_group";"N_bg_SP_group";"N_f_SP_group_MoMoK";"RG_Wolff_bio";"BWI_comparisson_group";"bark_type_SP_group";"fruit_type_SP_group";"DBH_cm";"CCS_r_m";"dist_m";"X_tree";"Y_tree";"e_ID";"e_type";"e_form";"stand";"inter_stat";"area_m2";"stand_plot_A_ha";"plot_A_ha"
"1945";1835;140050;1;-9;0;1163;226;25;1;"gfi";2;1;-9;-9;203;140;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";20,3438596491228;12,62;11,63;-2,24975159355926;11,4103250509036;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1946";1836;140050;2;-9;0;893;223;25;1;"gfi";4;9;-9;-9;113;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";11,3;12,62;8,93;0,473767623460522;-8,91742363235933;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1947";1837;140050;3;-9;0;945;234;25;1;"gfi";4;9;-9;-9;155;120;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";15,4561403508772;12,62;9,45;9,43881773186654;0,459586580093258;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1948";1838;140050;4;-9;0;768;244;25;1;"gfi";4;9;-9;-9;144;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";14,4;12,62;7,68;-6,63963877896401;3,85974052040773;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1949";1839;140050;5;-9;0;669;254;25;1;"gfi";4;9;-9;-9;122;50;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";11,8491228070175;12,62;6,69;3,02387262804136;-5,96760373427913;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1950";1840;140050;6;-9;0;802;258;25;1;"gfi";4;1;-9;-9;117;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";11,7;12,62;8,02;3,04467772717101;7,41959146703299;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1951";1841;140050;7;-9;0;707;269;25;1;"gfi";4;9;-9;-9;224;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";22,4;12,62;7,07;-6,52876944331792;2,71294481256038;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1952";1842;140050;8;-9;0;1225;255;25;1;"gfi";2;1;-9;-9;166;150;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";16,6877192982456;12,62;12,25;-6,20329752782501;-10,5632191959308;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1953";1843;140050;9;-9;0;1200;263;25;1;"gfi";2;1;-9;-9;162;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";16,2;12,62;12;-9,35336622598636;7,51761532951625;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1954";1844;140050;10;-9;0;1155;281;25;1;"gfi";2;1;-9;-9;201;150;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";20,1877192982456;12,62;11,55;-11,3784990895986;-1,98299230154918;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1955";1845;140050;11;-9;0;1159;294;25;1;"gfi";2;1;-9;-9;254;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";25,4;12,62;11,59;-11,1972147755527;2,99173549468262;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1956";1846;140050;12;-9;0;795;297;25;1;"gfi";2;1;-9;-9;200;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";20;12,62;7,95;7,89330898745128;-0,947720015943995;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1957";1847;140050;13;-9;0;893;316;25;1;"gfi";4;1;-9;-9;230;150;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";23,0877192982456;12,62;8,93;8,60662101824208;-2,3813808280814;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1958";1848;140050;14;-9;0;1195;316;25;1;"gfi";4;9;-9;-9;105;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";10,5;12,62;11,95;11,5172588094057;-3,1867302234684;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1959";1849;140050;15;-9;0;982;350;25;1;"gfi";4;9;-9;-9;223;100;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";22,1684210526316;12,62;9,82;-9,41672034189882;-2,78527880156887;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1960";1850;140050;16;-9;0;913;335;25;1;"gfi";2;1;-9;-9;173;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";17,3;12,62;9,13;8,3350778238493;-3,72604048158036;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1961";1851;140050;17;-9;0;753;342;25;1;"gfi";3;1;-9;-9;156;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";15,6;12,62;7,53;3,16365180726198;-6,83316963366255;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1962";1852;140050;18;-9;0;568;333;25;1;"gfi";2;1;-9;-9;215;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";21,5;12,62;5,68;-0,0501042235268718;5,67977900686151;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1963";1853;140050;19;-9;0;419;298;25;1;"rbu";4;1;87;29;102;130;2011;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";10,2;12,62;4,19;1,82741666612194;-3,77049709300773;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1964";1854;140050;20;-9;0;743;361;25;1;"gfi";4;1;-9;-9;134;150;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";13,4877192982456;12,62;7,43;2,0758420988916;-7,13412780797129;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1965";1855;140050;21;-9;0;1013;360;25;1;"gfi";4;1;-9;-9;116;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";11,6;12,62;10,13;9,71381627818693;-2,87379075675852;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1966";1856;140050;22;-9;0;1235;366;25;1;"sbi";3;1;168;109;163;130;2011;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";16,3;12,62;12,35;12,3498773976791;-0,0550296492456514;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1967";1857;140050;23;-9;0;1021;379;25;1;"gfi";2;1;190;74;256;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";25,6;12,62;10,21;9,24582452068157;-4,33114637628001;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1968";1858;140050;24;-9;0;1020;5;25;1;"gfi";4;9;-9;-9;127;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";12,7;12,62;10,2;-9,78102760156401;2,89335429172491;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1969";1859;140050;25;-9;0;619;6;25;1;"gfi";4;9;-9;-9;171;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";17,1;12,62;6,19;-1,72958193385135;5,94345407436577;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1970";1860;140050;26;-9;0;408;392;25;1;"gfi";3;1;-9;-9;200;140;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";20,0438596491228;12,62;4,08;2,6255414454241;-3,12296847860498;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1971";1861;140050;27;-9;0;457;20;25;1;"gfi";4;9;84;61;81;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";8,1;5,64;4,57;4,17215979582526;1,8649350224872;NA;NA;NA;"A";NA;99,9328056736299;0,00999328056736299;0,00999328056736299
"1972";1862;140050;28;-9;0;897;9;25;1;"gfi";2;1;-9;-9;216;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";21,6;12,62;8,97;3,69670281261856;-8,17283844910555;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1973";1863;140050;29;-9;0;707;24;25;1;"gfi";1;1;-9;-9;257;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";25,7;12,62;7,07;-6,40243901938683;2,99894558187257;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1974";1864;140050;30;-9;0;1107;26;25;1;"gfi";2;1;-9;-9;228;140;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";22,8438596491228;12,62;11,07;8,4415220468092;7,16139689817805;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1975";1865;140050;31;-9;0;1040;54;25;1;"gfi";2;1;-9;-9;223;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";22,3;12,62;10,4;-5,81140610805681;-8,62482226177676;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1976";1866;140050;32;-9;0;625;42;25;1;"gfi";3;1;156;78;142;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";14,2;12,62;6,25;-5,72825967447271;-2,4999082186772;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1977";1867;140050;33;-9;0;485;46;25;1;"gfi";2;1;-9;-9;156;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";15,6;12,62;4,85;4,37367348609672;-2,09606303269117;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1978";1868;140050;34;-9;0;270;45;25;1;"gfi";3;1;-9;-9;138;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";13,8;12,62;2,7;2,29743951624212;1,41836936980787;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1979";1869;140050;35;-9;0;408;70;25;1;"gfi";2;1;-9;-9;171;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";17,1;12,62;4,08;3,15747398075619;2,5839423485921;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1980";1870;140050;36;-9;0;460;104;25;1;"gfi";2;1;165;67;207;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";20,7;12,62;4,6;-1,47946305454764;-4,35559284945558;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1981";1871;140050;37;-9;0;837;79;25;1;"gfi";4;1;-9;-9;173;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";17,3;12,62;8,37;-3,71722303708184;-7,49927682464036;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1982";1872;140050;38;-9;0;1008;83;25;1;"gfi";2;1;139;61;173;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";17,3;12,62;10,08;9,76111376788987;2,51536438917125;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1983";1873;140050;39;-9;0;1093;92;25;1;"gfi";4;9;-9;-9;145;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";14,5;12,62;10,93;-8,51956414090074;-6,84703781566001;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1984";1874;140050;40;-9;0;1066;103;25;1;"gfi";2;1;-9;-9;155;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";15,5;12,62;10,66;6,64105881117544;-8,33858128619666;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1985";1875;140050;41;-9;0;1188;116;25;1;"gfi";2;1;-9;-9;215;140;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";21,5438596491228;12,62;11,88;2,81153735316772;-11,5425152246702;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1986";1876;140050;42;-9;0;882;114;25;1;"gfi";4;1;-9;-9;175;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";17,5;12,62;8,82;6,92352702816916;5,46417180277223;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1987";1877;140050;43;-9;0;1209;138;25;1;"gfi";2;1;-9;-9;185;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";18,5;12,62;12,09;-2,75715181736541;11,7714151169687;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1988";1878;140050;44;-9;0;985;146;25;1;"gfi";4;1;-9;-9;140;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";14;12,62;9,85;9,81522135524947;0,827000451907207;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1989";1879;140050;45;-9;0;899;162;25;1;"gfi";2;1;-9;-9;193;150;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";19,3877192982456;12,62;8,99;-8,79626865363248;1,85627524174692;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1990";1880;140050;46;-9;0;1212;172;25;1;"gfi";3;1;-9;-9;154;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";15,4;12,62;12,12;8,58894877900975;-8,55127820103795;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1991";1881;140050;47;-9;0;1190;186;25;1;"gfi";2;1;-9;-9;231;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";23,1;12,62;11,9;-7,16408485690787;-9,50188866294608;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1992";1882;140050;48;-9;0;1204;202;25;1;"gfi";1;1;-9;-9;296;140;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";29,6438596491228;12,62;12,04;9,7092776186646;7,11979832043708;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1993";1883;140050;49;-9;0;858;212;25;1;"gfi";3;1;-9;-9;124;150;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";12,4877192982456;12,62;8,58;-8,5658180647763;-0,49311345667297;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1994";1884;140050;50;-9;0;639;208;25;1;"gfi";2;1;-9;-9;216;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";21,6;12,62;6,39;3,89194407392088;5,06802440063899;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1995";1885;140050;51;-9;0;528;185;25;1;"sbi";4;1;143;67;96;130;2011;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";9,6;5,64;5,28;1,83015983089778;-4,9526674624255;NA;NA;NA;"A";NA;99,9328056736299;0,00999328056736299;0,00999328056736299
"1996";1886;140050;52;-9;0;615;156;25;1;"gfi";4;9;-9;-9;162;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";16,2;12,62;6,15;-5,4229754057109;2,90066160540223;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1997";1887;140050;53;-9;0;290;147;25;1;"gfi";4;1;-9;-9;128;150;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";12,8877192982456;12,62;2,9;1,76622766346155;-2,30009561558279;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1998";1888;140050;54;-9;0;186;216;25;1;"gfi";1;1;-9;-9;258;140;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";25,8438596491228;12,62;1,86;1,29466878832154;-1,33545225618367;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"1999";1889;140050;55;-9;0;721;382;25;1;"gfi";4;9;-9;-9;190;150;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";19,0877192982456;12,62;7,21;-6,89540694698476;2,10652866951161;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
