plot_ID,inv,inv_year,stand,tree_ID,tree_inventory_status,multi_stem,dist_cm,azi_gon,age,age_meth,SP_code,Chr_code_ger,tpS_ID,LH_NH,H_SP_group,BWI_SP_group,Bio_SP_group,N_SP_group,N_bg_SP_group,N_f_SP_group_MoMoK,DBH_class,Kraft,C_layer,H_dm,H_m,H_method,C_h_dm,D_mm,DBH_h_cm,DBH_cm,BA_m2,CCS_r_m,stand_plot_A_ha,plot_A_ha,compartiment,B_kg_tree,N_kg_tree,C_kg_tree
1,HBI,2012,A,12,-9,0,796,192,20,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,7406860660067",coeff_SP_P,NA,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",stb,"0,0427663014002306","0,000309072060219467","0,0213831507001153"
1,HBI,2012,A,2,-9,0,1254,45,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"13,0264267392568",coeff_SP_P,NA,143,130,"14,3","0,0160606070433144","12,62","0,0500343869018386","0,0500343869018386",stb,"0,0808761637988466","0,000584492035774264","0,0404380818994233"
1,HBI,2012,A,6,-9,0,1082,102,20,5,rei,REi,18,LB,ei,ei,ei,EI,EI,aLB,10,4,1,72,"7,2",sampled,40,104,150,"10,4877192982456","0,0086387715912226","12,62","0,0500343869018386","0,0500343869018386",stb,"0,0934573090410566","0,000608126709930155","0,0467286545205283"
1,HBI,2012,A,30,-9,0,354,6,50,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,15,4,1,142,"14,2",sampled,94,197,130,"19,7","0,0304805173232916","12,62","0,0500343869018386","0,0500343869018386",stb,"0,155427006043911","0,00112327097267934","0,0777135030219555"
1,HBI,2012,A,32,-9,0,415,383,40,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,15,4,1,NA,"15,7390628546156",coeff_SP_P,NA,190,130,19,"0,0283528736986479","12,62","0,0500343869018386","0,0500343869018386",stb,"0,162609217516999","0,00117517681499535","0,0813046087584995"
1,HBI,2012,A,17,-9,0,366,229,40,5,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,10,4,1,150,15,sampled,111,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",stb,"0,325128873873477","0,00173878921747536","0,162564436936738"
1,HBI,2012,A,16,-9,0,1251,244,30,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"9,9767329451843",coeff_SP_P,NA,100,130,10,"0,00785398163397448","12,62","0,0500343869018386","0,0500343869018386",stw,"0,459899742042109","0,000613966155626216","0,229949871021054"
1,HBI,2012,A,29,-9,0,446,1,50,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,25,3,1,204,"20,4",sampled,144,294,130,"29,4","0,0678866756514218","12,62","0,0500343869018386","0,0500343869018386",stb,"0,472941958427131","0,00341795153355288","0,236470979213565"
1,HBI,2012,A,25,-9,0,1059,367,30,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,286542784149",coeff_SP_P,NA,104,130,"10,4","0,0084948665353068","12,62","0,0500343869018386","0,0500343869018386",stw,"0,508440766573263","0,000678768423375306","0,254220383286631"
1,HBI,2012,A,1,-9,0,1235,48,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,113,"11,3",sampled,72,103,130,"10,3","0,00833228911548353","12,62","0,0500343869018386","0,0500343869018386",stw,"0,559177122663453","0,00074650145875571","0,279588561331726"
1,HBI,2012,A,6,-9,0,1082,102,20,5,rei,REi,18,LB,ei,ei,ei,EI,EI,aLB,10,4,1,72,"7,2",sampled,40,104,150,"10,4877192982456","0,0086387715912226","12,62","0,0500343869018386","0,0500343869018386",stw,"0,578542885371259","0,00101360713517045","0,289271442685629"
1,HBI,2012,A,12,-9,0,796,192,20,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,7406860660067",coeff_SP_P,NA,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",stw,"0,587871532433939","0,000784808495799309","0,293935766216969"
1,HBI,2012,A,20,-9,0,1055,287,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,30,3,1,182,"18,2",sampled,90,346,150,"34,6877192982456","0,0945020813317699","17,84","0,0999860870850348","0,0999860870850348",stb,"0,595806838090934","0,00430589601888318","0,297903419045467"
1,HBI,2012,A,26,-9,0,1093,398,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,15,3,1,179,"17,9",sampled,117,162,130,"16,2","0,0206119894002026","12,62","0,0500343869018386","0,0500343869018386",stb,"0,616135872774945","0,00329509464760041","0,308067936387472"
1,HBI,2012,A,28,-9,0,1008,20,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,15,3,1,NA,"19,3935411844491",coeff_SP_P,NA,185,130,"18,5","0,0268802521422777","12,62","0,0500343869018386","0,0500343869018386",stb,"0,763963108829621","0,00408567470602081","0,381981554414811"
1,HBI,2012,A,5,-9,0,1553,76,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,35,2,1,249,"24,9",sampled,159,369,130,"36,9","0,10694059932636","17,84","0,0999860870850348","0,0999860870850348",stb,"0,876453736500289","0,00633413115368759","0,438226868250145"
1,HBI,2012,A,16,-9,0,1251,244,30,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"9,9767329451843",coeff_SP_P,NA,100,130,10,"0,00785398163397448","12,62","0,0500343869018386","0,0500343869018386",sb,"1,06466862018734","0,00769436011809391","0,53233431009367"
1,HBI,2012,A,17,-9,0,366,229,40,5,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,10,4,1,150,15,sampled,111,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",ndl,"1,07933001781878",0,"0,53966500890939"
1,HBI,2012,A,23,-9,0,607,338,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,20,3,1,NA,"21,1588687998959",coeff_SP_P,NA,228,130,"22,8","0,040828138126053","12,62","0,0500343869018386","0,0500343869018386",stb,"1,13094779333221","0,00604830879874066","0,565473896666105"
1,HBI,2012,A,17,-9,0,366,229,40,5,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,10,4,1,150,15,sampled,111,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",stw,"1,16375460897021","0,00167347912769916","0,581877304485105"
1,HBI,2012,A,19,-9,0,1220,264,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,40,2,1,255,"25,5",sampled,152,423,130,"42,3","0,140530507978542","17,84","0,0999860870850348","0,0999860870850348",stb,"1,16669375777849","0,00843169578746515","0,583346878889245"
1,HBI,2012,A,2,-9,0,1254,45,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"13,0264267392568",coeff_SP_P,NA,143,130,"14,3","0,0160606070433144","12,62","0,0500343869018386","0,0500343869018386",stw,"1,17795924896995","0,00157257559737488","0,588979624484975"
1,HBI,2012,A,25,-9,0,1059,367,30,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,286542784149",coeff_SP_P,NA,104,130,"10,4","0,0084948665353068","12,62","0,0500343869018386","0,0500343869018386",sb,"1,17833450326695","0,00851582345511025","0,589167251633475"
1,HBI,2012,A,1,-9,0,1235,48,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,113,"11,3",sampled,72,103,130,"10,3","0,00833228911548353","12,62","0,0500343869018386","0,0500343869018386",ndl,"1,19144825994621",0,"0,595724129973105"
1,HBI,2012,A,16,-9,0,1251,244,30,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"9,9767329451843",coeff_SP_P,NA,100,130,10,"0,00785398163397448","12,62","0,0500343869018386","0,0500343869018386",ndl,"1,24241014538732",0,"0,62120507269366"
1,HBI,2012,A,7,-9,0,1125,110,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,20,3,1,223,"22,3",sampled,160,246,130,"24,6","0,04752915525616","12,62","0,0500343869018386","0,0500343869018386",stb,"1,27498560085978","0,0068186229933981","0,63749280042989"
1,HBI,2012,A,1,-9,0,1235,48,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,113,"11,3",sampled,72,103,130,"10,3","0,00833228911548353","12,62","0,0500343869018386","0,0500343869018386",sb,"1,32558150756468","0,00957997755516994","0,66279075378234"
1,HBI,2012,A,25,-9,0,1059,367,30,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,286542784149",coeff_SP_P,NA,104,130,"10,4","0,0084948665353068","12,62","0,0500343869018386","0,0500343869018386",ndl,"1,32901648810581",0,"0,664508244052905"
1,HBI,2012,A,15,-9,0,1225,247,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,45,2,1,NA,"23,917616399443",coeff_SP_P,NA,470,130,47,"0,173494454294496","17,84","0,0999860870850348","0,0999860870850348",stb,"1,35778797139774","0,00981273366929147","0,67889398569887"
1,HBI,2012,A,18,-9,0,1158,264,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,45,2,1,NA,"23,9320224954717",coeff_SP_P,NA,471,130,"47,1","0,174233513966253","17,84","0,0999860870850348","0,0999860870850348",stb,"1,36420500374476","0,00985910956206338","0,68210250187238"
1,HBI,2012,A,12,-9,0,796,192,20,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,7406860660067",coeff_SP_P,NA,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",sb,"1,36437660347125","0,00986034971328672","0,682188301735625"
1,HBI,2012,A,11,-9,0,739,190,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,45,3,1,NA,"23,9606387728685",coeff_SP_P,NA,473,130,"47,3","0,175716345698748","17,84","0,0999860870850348","0,0999860870850348",stb,"1,37708360815078","0,00995218323610569","0,68854180407539"
1,HBI,2012,A,12,-9,0,796,192,20,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,7406860660067",coeff_SP_P,NA,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",ndl,"1,46417618304058",0,"0,73208809152029"
1,HBI,2012,A,10,-9,0,809,144,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,45,2,1,238,"23,8",sampled,141,494,130,"49,4","0,19166542620286","17,84","0,0999860870850348","0,0999860870850348",stb,"1,49182421851278","0,0107814136271919","0,74591210925639"
1,HBI,2012,A,13,-9,0,1170,166,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,50,2,1,NA,"24,4093060235362",coeff_SP_P,NA,507,130,"50,7","0,201885812503151","17,84","0,0999860870850348","0,0999860870850348",stb,"1,60505923837836","0,0115997631157604","0,80252961918918"
1,HBI,2012,A,3,-9,0,1300,49,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,50,2,1,244,"24,4",sampled,151,525,130,"52,5","0,216475368786422","17,84","0,0999860870850348","0,0999860870850348",stb,"1,7193962732531","0,0124260768668002","0,85969813662655"
1,HBI,2012,A,24,-9,0,1206,347,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,25,3,1,219,"21,9",sampled,149,279,130,"27,9","0,0611361784370208","12,62","0,0500343869018386","0,0500343869018386",stb,"1,76325607144277","0,00942989347007593","0,881628035721385"
1,HBI,2012,A,27,-9,0,892,6,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,25,3,1,NA,"22,9710281387064",coeff_SP_P,NA,288,150,"28,8877192982456","0,0655415023594645","12,62","0,0500343869018386","0,0500343869018386",stb,"1,86726440957186","0,00998613006239031","0,93363220478593"
1,HBI,2012,A,6,-9,0,1082,102,20,5,rei,REi,18,LB,ei,ei,ei,EI,EI,aLB,10,4,1,72,"7,2",sampled,40,104,150,"10,4877192982456","0,0086387715912226","12,62","0,0500343869018386","0,0500343869018386",ndl,"1,8786753830287",0,"0,93933769151435"
1,HBI,2012,A,9,-9,0,1743,110,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,30,3,1,NA,"23,2349409829199",coeff_SP_P,NA,300,130,30,"0,0706858347057703","17,84","0,0999860870850348","0,0999860870850348",stb,"1,95807100430394","0,0104717637310175","0,97903550215197"
1,HBI,2012,A,2,-9,0,1254,45,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"13,0264267392568",coeff_SP_P,NA,143,130,"14,3","0,0160606070433144","12,62","0,0500343869018386","0,0500343869018386",ndl,"2,32258930094318",0,"1,16129465047159"
1,HBI,2012,A,31,-9,0,374,398,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,55,2,1,269,"26,9",sampled,165,589,130,"58,9","0,272471116244006","17,84","0,0999860870850348","0,0999860870850348",stb,"2,34413895222791","0,0169410922077511","1,17206947611395"
1,HBI,2012,A,26,-9,0,1093,398,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,15,3,1,179,"17,9",sampled,117,162,130,"16,2","0,0206119894002026","12,62","0,0500343869018386","0,0500343869018386",ndl,"2,35292464293862",0,"1,17646232146931"
1,HBI,2012,A,30,-9,0,354,6,50,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,15,4,1,142,"14,2",sampled,94,197,130,"19,7","0,0304805173232916","12,62","0,0500343869018386","0,0500343869018386",stw,"2,43327382534676","0,00324842055683792","1,21663691267338"
1,HBI,2012,A,22,-9,0,1364,322,93,1,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,55,2,1,233,"23,3",sampled,137,634,150,"63,4877192982456","0,316569691725309","17,84","0,0999860870850348","0,0999860870850348",stb,"2,48571333999476","0,0179642503081421","1,24285666999738"
1,HBI,2012,A,8,-9,0,1669,112,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,30,2,1,253,"25,3",sampled,185,347,130,"34,7","0,0945690074565234","17,84","0,0999860870850348","0,0999860870850348",stb,"2,51292903560162","0,0134391444823975","1,25646451780081"
1,HBI,2012,A,32,-9,0,415,383,40,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,15,4,1,NA,"15,7390628546156",coeff_SP_P,NA,190,130,19,"0,0283528736986479","12,62","0,0500343869018386","0,0500343869018386",stw,"2,52219778082702","0,00336713403740407","1,26109889041351"
1,HBI,2012,A,4,-9,0,1233,68,93,1,hbu,HBu,16,LB,bu,aLh,bu,BU,BU,aLB,35,3,1,205,"20,5",sampled,85,357,180,"35,919298245614","0,101331755818638","17,84","0,0999860870850348","0,0999860870850348",stb,"2,63396379853358","0,0190356563720022","1,31698189926679"
1,HBI,2012,A,2,-9,0,1254,45,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"13,0264267392568",coeff_SP_P,NA,143,130,"14,3","0,0160606070433144","12,62","0,0500343869018386","0,0500343869018386",sb,"2,74480650119739","0,0198367165841535","1,37240325059869"
1,HBI,2012,A,6,-9,0,1082,102,20,5,rei,REi,18,LB,ei,ei,ei,EI,EI,aLB,10,4,1,72,"7,2",sampled,40,104,150,"10,4877192982456","0,0086387715912226","12,62","0,0500343869018386","0,0500343869018386",sb,"2,83352141550263","0,0184377238506756","1,41676070775131"
1,HBI,2012,A,28,-9,0,1008,20,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,15,3,1,NA,"19,3935411844491",coeff_SP_P,NA,185,130,"18,5","0,0268802521422777","12,62","0,0500343869018386","0,0500343869018386",ndl,"3,01951855429624",0,"1,50975927714812"
1,HBI,2012,A,26,-9,0,1093,398,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,15,3,1,179,"17,9",sampled,117,162,130,"16,2","0,0206119894002026","12,62","0,0500343869018386","0,0500343869018386",stw,"3,15767761748011","0,0045407404139364","1,57883880874006"
1,HBI,2012,A,14,-9,0,1526,180,93,1,hbu,HBu,16,LB,bu,aLh,bu,BU,BU,aLB,45,3,1,164,"16,4",sampled,35,501,100,"49,9684210526316","0,196101598698965","17,84","0,0999860870850348","0,0999860870850348",stb,"3,41412429717103","0,024673876295655","1,70706214858552"
1,HBI,2012,A,21,-9,0,1697,303,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,35,2,1,242,"24,2",sampled,150,393,130,"39,3","0,121303960938572","17,84","0,0999860870850348","0,0999860870850348",stb,"3,59097960666548","0,019204558936447","1,79548980333274"
1,HBI,2012,A,16,-9,0,1251,244,30,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"9,9767329451843",coeff_SP_P,NA,100,130,10,"0,00785398163397448","12,62","0,0500343869018386","0,0500343869018386",bg,"3,83179818232756","0,0116103484924525","1,91589909116378"
1,HBI,2012,A,32,-9,0,415,383,40,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,15,4,1,NA,"15,7390628546156",coeff_SP_P,NA,190,130,19,"0,0283528736986479","12,62","0,0500343869018386","0,0500343869018386",ndl,"3,89826081503899",0,"1,9491304075195"
1,HBI,2012,A,1,-9,0,1235,48,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,113,"11,3",sampled,72,103,130,"10,3","0,00833228911548353","12,62","0,0500343869018386","0,0500343869018386",bg,"4,10403092201011","0,0124352136936906","2,05201546100505"
1,HBI,2012,A,25,-9,0,1059,367,30,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,286542784149",coeff_SP_P,NA,104,130,"10,4","0,0084948665353068","12,62","0,0500343869018386","0,0500343869018386",bg,"4,19714516097132","0,0127173498377431","2,09857258048566"
1,HBI,2012,A,28,-9,0,1008,20,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,15,3,1,NA,"19,3935411844491",coeff_SP_P,NA,185,130,"18,5","0,0268802521422777","12,62","0,0500343869018386","0,0500343869018386",stw,"4,58358733057559","0,0065911985813677","2,29179366528779"
1,HBI,2012,A,23,-9,0,607,338,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,20,3,1,NA,"21,1588687998959",coeff_SP_P,NA,228,130,"22,8","0,040828138126053","12,62","0,0500343869018386","0,0500343869018386",ndl,"4,63391886569944",0,"2,31695943284972"
1,HBI,2012,A,30,-9,0,354,6,50,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,15,4,1,142,"14,2",sampled,94,197,130,"19,7","0,0304805173232916","12,62","0,0500343869018386","0,0500343869018386",ndl,"4,67579025352851",0,"2,33789512676426"
1,HBI,2012,A,12,-9,0,796,192,20,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"10,7406860660067",coeff_SP_P,NA,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",bg,"4,78097329458287","0,0144863490825861","2,39048664729143"
1,HBI,2012,A,17,-9,0,366,229,40,5,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,10,4,1,150,15,sampled,111,110,130,11,"0,00950331777710912","12,62","0,0500343869018386","0,0500343869018386",bg,"4,78097329458287","0,0144863490825861","2,39048664729143"
1,HBI,2012,A,7,-9,0,1125,110,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,20,3,1,223,"22,3",sampled,160,246,130,"24,6","0,04752915525616","12,62","0,0500343869018386","0,0500343869018386",ndl,"5,31265140905506",0,"2,65632570452753"
1,HBI,2012,A,30,-9,0,354,6,50,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,15,4,1,142,"14,2",sampled,94,197,130,"19,7","0,0304805173232916","12,62","0,0500343869018386","0,0500343869018386",sb,"5,49122589196965","0,0396850895212647","2,74561294598483"
1,HBI,2012,A,32,-9,0,415,383,40,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,15,4,1,NA,"15,7390628546156",coeff_SP_P,NA,190,130,19,"0,0283528736986479","12,62","0,0500343869018386","0,0500343869018386",sb,"5,86350729172825","0,0423755671973201","2,93175364586412"
1,HBI,2012,A,24,-9,0,1206,347,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,25,3,1,219,"21,9",sampled,149,279,130,"27,9","0,0611361784370208","12,62","0,0500343869018386","0,0500343869018386",ndl,"7,333884858968",0,"3,666942429484"
1,HBI,2012,A,27,-9,0,892,6,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,25,3,1,NA,"22,9710281387064",coeff_SP_P,NA,288,150,"28,8877192982456","0,0655415023594645","12,62","0,0500343869018386","0,0500343869018386",ndl,"7,64041282252732",0,"3,82020641126366"
1,HBI,2012,A,29,-9,0,446,1,50,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,25,3,1,204,"20,4",sampled,144,294,130,"29,4","0,0678866756514218","12,62","0,0500343869018386","0,0500343869018386",stw,"8,08316448519748","0,0107910245877386","4,04158224259874"
1,HBI,2012,A,23,-9,0,607,338,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,20,3,1,NA,"21,1588687998959",coeff_SP_P,NA,228,130,"22,8","0,040828138126053","12,62","0,0500343869018386","0,0500343869018386",stw,"8,11659659210191","0,0116716658994425","4,05829829605096"
1,HBI,2012,A,9,-9,0,1743,110,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,30,3,1,NA,"23,2349409829199",coeff_SP_P,NA,300,130,30,"0,0706858347057703","17,84","0,0999860870850348","0,0999860870850348",ndl,"8,28817175588946",0,"4,14408587794473"
1,HBI,2012,A,6,-9,0,1082,102,20,5,rei,REi,18,LB,ei,ei,ei,EI,EI,aLB,10,4,1,72,"7,2",sampled,40,104,150,"10,4877192982456","0,0086387715912226","12,62","0,0500343869018386","0,0500343869018386",bg,"8,66203243507503","0,0321361403341284","4,33101621753752"
1,HBI,2012,A,2,-9,0,1254,45,35,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,10,4,1,NA,"13,0264267392568",coeff_SP_P,NA,143,130,"14,3","0,0160606070433144","12,62","0,0500343869018386","0,0500343869018386",bg,"8,79209637657696","0,0266400520210282","4,39604818828848"
1,HBI,2012,A,29,-9,0,446,1,50,5,wli,WLi,27,LB,bu,aLh,bu,BU,BU,aLB,25,3,1,204,"20,4",sampled,144,294,130,"29,4","0,0678866756514218","12,62","0,0500343869018386","0,0500343869018386",ndl,"8,88654655147614",0,"4,44327327573807"
1,HBI,2012,A,7,-9,0,1125,110,73,1,ges,GEs,21,LB,bu,aLh,bu,ES,BU,aLB,20,3,1,223,"22,3",sampled,160,246,130,"24,6","0,04752915525616","12,62","0,0500343869018386","0,0500343869018386",stw,"10,1325940891892","0,0145706703002541","5,0662970445946"
