"stand_component","plot_ID","stand","SP_code","compartiment","B_t_ha_diff","C_t_ha_diff","N_t_ha_diff","n_ha_diff","n_SP_diff"
"RG","140038","A","gfi","fwb",1.80890503017472,0.904452515087358,0.00785607454604878,NA,NA
"RG","140038","A","gfi","ndl",0.606064271384052,0.303032135692026,0,NA,NA
"RG","140038","A","gfi","total",3.42197128899371,1.71098564449684,0.0120481724425489,NA,NA
"RG","140038","A","rbu","ag",0.196476283014703,0.098238141507351,0.00090398676581822,NA,NA
"RG","140038","A","rbu","bg",8.7414009932028e-08,4.3707004966014e-08,2.64864450094045e-10,NA,NA
"RG","140038","A","rbu","fwb",0.241286146364026,0.120643073182013,0.00111015755942088,NA,NA
"RG","140038","A","rbu","ndl",1.33086812028787e-07,6.6543406014394e-08,0,NA,NA
"RG","140038","A","rbu","total",0.196476370428713,0.098238185214356,0.00282124306564138,NA,NA
"RG","140038","A","vbe","ag",0.0541112943276057,0.0270556471638029,0.000248966065201314,NA,NA
"RG","140038","A","vbe","bg",0,0,0,NA,NA
"RG","140038","A","vbe","total",0.0541112943276057,0.0270556471638029,0.000248966065201314,NA,NA
"RG","140038","all","all","ag",2.78081558401693,1.39040779200847,0.00951202633995268,2380.86650799667,1
"RG","140038","all","all","bg",0.893161343225652,0.446580671612827,0.00369768786392464,2380.86650799667,1
"RG","140038","all","all","fwb",2.05019117653874,1.02509558826937,0.00896623210546969,2380.86650799667,1
"RG","140038","all","all","ndl",0.606064404470864,0.303032202235432,0,2380.86650799667,1
"RG","140038","all","all","total",3.67397692724259,1.83698846362129,0.0151269702388361,2380.86650799667,1
"RG","140038","all","as","ag",0.00141797349256686,0.000708986746283429,8.58866544447746e-06,NA,NA
"RG","140038","all","as","bg",0,0,0,NA,NA
"RG","140038","all","as","total",0.00141797349256686,0.000708986746283429,8.58866544447746e-06,NA,NA
"RG","140038","all","gfi","ag",2.52881003318206,1.26440501659102,0.00835048484348871,NA,NA
"RG","140038","all","gfi","bg",0.893161255811642,0.446580627905822,0.00369768759906019,NA,NA
"RG","140038","all","gfi","fwb",1.80890503017472,0.904452515087358,0.00785607454604878,NA,NA
"RG","140038","all","gfi","ndl",0.606064271384052,0.303032135692026,0,NA,NA
"RG","140038","all","gfi","total",3.42197128899371,1.71098564449684,0.0120481724425489,NA,NA
"RG","140038","all","rbu","ag",0.196476283014703,0.098238141507351,0.00090398676581822,NA,NA
"RG","140038","all","rbu","bg",8.7414009932028e-08,4.3707004966014e-08,2.64864450094045e-10,NA,NA
"RG","140038","all","rbu","fwb",0.241286146364026,0.120643073182013,0.00111015755942088,NA,NA
"RG","140038","all","rbu","ndl",1.33086812028787e-07,6.6543406014394e-08,0,NA,NA
"RG","140038","all","rbu","total",0.196476370428713,0.098238185214356,0.00282124306564138,NA,NA
"RG","140038","all","vbe","ag",0.0541112943276057,0.0270556471638029,0.000248966065201314,NA,NA
"RG","140038","all","vbe","bg",0,0,0,NA,NA
"RG","140038","all","vbe","total",0.0541112943276057,0.0270556471638029,0.000248966065201314,NA,NA
"RG","140039","A","all","ag",0.76333107441637,0.381665537208184,0.00351086235870835,1410.5181327639,NA
"RG","140039","A","all","bg",2.68191992222427e-07,1.34095996111213e-07,8.1262173643396e-10,1410.5181327639,NA
"RG","140039","A","all","fwb",0.740281933517964,0.370140966758982,0.00340603717611615,1410.5181327639,NA
"RG","140039","A","all","ndl",4.083191845825e-07,2.04159592291249e-07,0,1410.5181327639,NA
"RG","140039","A","all","total",0.763331342608364,0.381665671304181,0.00351086317133009,1410.5181327639,NA
"RG","140039","A","gfi","ag",0.00473657366195134,0.00236828683097565,2.05709394138545e-05,NA,NA
"RG","140039","A","gfi","bg",0,0,0,NA,NA
"RG","140039","A","gfi","total",0.00473657366195134,0.00236828683097565,2.05709394138545e-05,NA,NA
"RG","140039","A","rbu","ag",0.390907208437111,0.195453604218556,0.00179856309320867,NA,NA
"RG","140039","A","rbu","bg",1.38874345858026e-07,6.94371729290129e-08,4.20789267949818e-10,NA,NA
"RG","140039","A","rbu","fwb",0.383330495500248,0.191665247750124,0.00176370360979664,NA,NA
"RG","140039","A","rbu","ndl",2.11434574128329e-07,1.05717287064164e-07,0,NA,NA
"RG","140039","A","rbu","total",0.390907347311458,0.195453673655729,0.00179856351399794,NA,NA
"RG","140039","A","vbe","ag",0.367687292317306,0.183843646158653,0.00169172832608583,NA,NA
"RG","140039","A","vbe","bg",1.29317646364401e-07,6.46588231822005e-08,3.91832468484138e-10,NA,NA
"RG","140039","A","vbe","fwb",0.356951438017716,0.178475719008858,0.00164233356631951,NA,NA
"RG","140039","A","vbe","ndl",1.96884610454171e-07,9.84423052270854e-08,0,NA,NA
"RG","140039","A","vbe","total",0.367687421634954,0.183843710817477,0.0016917287179183,NA,NA
"RG","140039","B","all","ag",0.218705768028615,0.109352884014308,0.0010201820782345,-519.10108915822,NA
"RG","140039","B","all","bg",6.94371729290128e-08,3.47185864645065e-08,2.10394633974909e-10,-519.10108915822,NA
"RG","140039","B","all","fwb",0.191665247750124,0.095832623875062,0.000881851804898321,NA,NA
"RG","140039","B","all","ndl",1.05717287064164e-07,5.28586435320822e-08,0,NA,NA
"RG","140039","B","all","total",0.218705837465789,0.109352918732894,0.00102018228862913,-519.10108915822,NA
"RG","140039","B","bi","ag",0.0110492201045148,0.00552461005225742,6.69251261730464e-05,NA,NA
"RG","140039","B","bi","bg",0,0,0,NA,NA
"RG","140039","B","bi","total",0.0110492201045148,0.00552461005225742,6.69251261730464e-05,NA,NA
"RG","140039","B","gfi","ag",0.00841216485307123,0.00420608242653561,3.65340319568883e-05,NA,NA
"RG","140039","B","gfi","bg",0,0,0,NA,NA
"RG","140039","B","gfi","total",0.00841216485307123,0.00420608242653561,3.65340319568883e-05,NA,NA
"RG","140039","B","rbu","ag",0.201381022888471,0.100690511444236,0.000926553599904617,NA,NA
"RG","140039","B","rbu","bg",6.94371729290128e-08,3.47185864645065e-08,2.10394633974909e-10,NA,NA
"RG","140039","B","rbu","fwb",0.191665247750124,0.095832623875062,0.000881851804898321,NA,NA
"RG","140039","B","rbu","ndl",1.05717287064164e-07,5.28586435320822e-08,0,NA,NA
"RG","140039","B","rbu","total",0.201381092325645,0.100690546162822,0.00092655381029925,NA,NA
"RG","140039","all","all","ag",0.987250059940378,0.493625029970188,0.00455632637740699,1071.95032904184,-1
"RG","140039","all","all","bg",3.3762916515144e-07,1.6881458257572e-07,1.02301637040887e-09,1071.95032904184,-1
"RG","140039","all","all","fwb",0.931947181268084,0.465973590634044,0.00428788898101447,1071.95032904184,-1
"RG","140039","all","all","ndl",5.14036471646664e-07,2.57018235823332e-07,0,1071.95032904184,-1
"RG","140039","all","all","total",0.987250397569545,0.493625198784771,0.00455632740042336,1071.95032904184,-1
"RG","140039","all","bi","ag",0.0120871374680245,0.00604356873401224,7.32117916438243e-05,NA,NA
"RG","140039","all","bi","bg",0,0,0,NA,NA
"RG","140039","all","bi","total",0.0120871374680245,0.00604356873401224,7.32117916438243e-05,NA,NA
"RG","140039","all","gfi","ag",0.0131487385150225,0.00657436925751126,5.71049713707428e-05,NA,NA
"RG","140039","all","gfi","bg",0,0,0,NA,NA
"RG","140039","all","gfi","total",0.0131487385150225,0.00657436925751126,5.71049713707428e-05,NA,NA
"RG","140039","all","rbu","ag",0.59140699106343,0.295703495531714,0.00272106210666713,NA,NA
"RG","140039","all","rbu","bg",2.08311518787038e-07,1.04155759393519e-07,6.31183901924728e-10,NA,NA
"RG","140039","all","rbu","fwb",0.574995743250372,0.287497871625186,0.00264555541469496,NA,NA
"RG","140039","all","rbu","ndl",3.17151861192494e-07,1.58575930596247e-07,0,NA,NA
"RG","140039","all","rbu","total",0.59140719937495,0.295703599687474,0.00272106273785103,NA,NA
"RG","140039","all","vbe","ag",0.370824812290021,0.185412406145011,0.00170616405548029,NA,NA
"RG","140039","all","vbe","bg",1.29317646364401e-07,6.46588231822005e-08,3.91832468484138e-10,NA,NA
"RG","140039","all","vbe","fwb",0.356951438017716,0.178475719008858,0.00164233356631951,NA,NA
"RG","140039","all","vbe","ndl",1.96884610454171e-07,9.84423052270854e-08,0,NA,NA
"RG","140039","all","vbe","total",0.370824941607669,0.185412470803834,0.00170616444731276,NA,NA
"RG","140039",NA,"all","ag",0.00521321749539233,0.00260660874769617,2.52819404641349e-05,180.53328543616,0
"RG","140039",NA,"all","bg",0,0,0,180.53328543616,0
"RG","140039",NA,"all","total",0.00521321749539233,0.00260660874769617,2.52819404641349e-05,180.53328543616,0
"RG","140039",NA,"bi","ag",0.00103791736350965,0.000518958681754825,6.28666547077795e-06,NA,NA
"RG","140039",NA,"bi","bg",0,0,0,NA,NA
"RG","140039",NA,"bi","total",0.00103791736350965,0.000518958681754825,6.28666547077795e-06,NA,NA
"RG","140039",NA,"vbe","ag",0.00527415979015721,0.0026370798950786,2.42664091945133e-05,NA,NA
"RG","140039",NA,"vbe","bg",0,0,0,NA,NA
"RG","140039",NA,"vbe","total",0.00527415979015721,0.0026370798950786,2.42664091945133e-05,NA,NA
"RG","140040","A","all","ag",1.53900764068845,0.769503820344227,0.0054895648581376,3617.74231183893,NA
"RG","140040","A","all","bg",0.430818096470992,0.215409048235497,0.00178358681234493,3617.74231183893,NA
"RG","140040","A","all","fwb",1.13872050097553,0.569360250487763,0.00501414061520975,NA,NA
"RG","140040","A","all","ndl",0.292336380164736,0.146168190082368,0,NA,NA
"RG","140040","A","all","total",1.96982573715945,0.98491286857972,0.00727315167048256,3617.74231183893,NA
"RG","140040","A","bah","ag",0.00660863924204571,0.00330431962102285,2.82717586774715e-05,NA,NA
"RG","140040","A","bah","bg",0,0,0,NA,NA
"RG","140040","A","bah","total",0.00660863924204571,0.00330431962102285,2.82717586774715e-05,NA,NA
"RG","140040","A","gfi","ag",0.500137738932516,0.250068869466258,0.00166425169562452,NA,NA
"RG","140040","A","gfi","bg",0.172327200013632,0.0861636000068162,0.000713434608056435,NA,NA
"RG","140040","A","gfi","fwb",0.349011488028901,0.17450574401445,0.00151575689250952,NA,NA
"RG","140040","A","gfi","ndl",0.116934493336264,0.058467246668132,0,NA,NA
"RG","140040","A","gfi","total",0.672464938946149,0.336232469473074,0.00237768630368096,NA,NA
"RG","140040","A","vbe","ag",0.292554183905279,0.146277091952639,0.00134604112461061,NA,NA
"RG","140040","A","vbe","bg",9.64369124806585e-08,4.82184562403293e-08,2.92203844816396e-10,NA,NA
"RG","140040","A","vbe","fwb",0.266191780903273,0.133095890451636,0.00122474838393596,NA,NA
"RG","140040","A","vbe","ndl",1.46824076071215e-07,7.34120380356074e-08,0,NA,NA
"RG","140040","A","vbe","total",0.292554280342192,0.146277140171096,0.00134604141681445,NA,NA
"RG","140040","A","wta","ag",0.740064303153453,0.370032151576727,0.00245232951175635,NA,NA
"RG","140040","A","wta","bg",0.258490800020448,0.129245400010224,0.00107015191208465,NA,NA
"RG","140040","A","wta","fwb",0.523517232043351,0.261758616021676,0.00227363533876427,NA,NA
"RG","140040","A","wta","ndl",0.175401740004396,0.087700870002198,0,NA,NA
"RG","140040","A","wta","total",0.998555103173903,0.499277551586951,0.00352248142384101,NA,NA
"RG","140040","all","all","ag",1.53900764068845,0.769503820344227,0.0054895648581376,3617.74231183893,1
"RG","140040","all","all","bg",0.430818096470992,0.215409048235497,0.00178358681234493,3617.74231183893,1
"RG","140040","all","all","fwb",1.13872050097553,0.569360250487763,0.00501414061520975,6832.99368743278,4
"RG","140040","all","all","ndl",0.292336380164736,0.146168190082368,0,6832.99368743278,4
"RG","140040","all","all","total",1.96982573715945,0.98491286857972,0.00727315167048256,3617.74231183893,1
"RG","140040","all","bah","ag",0.00660863924204571,0.00330431962102285,2.82717586774715e-05,NA,NA
"RG","140040","all","bah","bg",0,0,0,NA,NA
"RG","140040","all","bah","total",0.00660863924204571,0.00330431962102285,2.82717586774715e-05,NA,NA
"RG","140040","all","gfi","ag",0.500137738932516,0.250068869466258,0.00166425169562452,NA,NA
"RG","140040","all","gfi","bg",0.172327200013632,0.0861636000068162,0.000713434608056435,NA,NA
"RG","140040","all","gfi","fwb",0.349011488028901,0.17450574401445,0.00151575689250952,NA,NA
"RG","140040","all","gfi","ndl",0.116934493336264,0.058467246668132,0,NA,NA
"RG","140040","all","gfi","total",0.672464938946149,0.336232469473074,0.00237768630368096,NA,NA
"RG","140040","all","vbe","ag",0.292554183905279,0.146277091952639,0.00134604112461061,NA,NA
"RG","140040","all","vbe","bg",9.64369124806585e-08,4.82184562403293e-08,2.92203844816396e-10,NA,NA
"RG","140040","all","vbe","fwb",0.266191780903273,0.133095890451636,0.00122474838393596,NA,NA
"RG","140040","all","vbe","ndl",1.46824076071215e-07,7.34120380356074e-08,0,NA,NA
"RG","140040","all","vbe","total",0.292554280342192,0.146277140171096,0.00134604141681445,NA,NA
"RG","140040","all","wta","ag",0.740064303153453,0.370032151576727,0.00245232951175635,NA,NA
"RG","140040","all","wta","bg",0.258490800020448,0.129245400010224,0.00107015191208465,NA,NA
"RG","140040","all","wta","fwb",0.523517232043351,0.261758616021676,0.00227363533876427,NA,NA
"RG","140040","all","wta","ndl",0.175401740004396,0.087700870002198,0,NA,NA
"RG","140040","all","wta","total",0.998555103173903,0.499277551586951,0.00352248142384101,NA,NA
"RG","140041","A","all","ag",-24.5426424403855,-12.2713212201928,-0.0867598464331222,-67427.6143295909,NA
"RG","140041","A","all","bg",-6.32817283818384,-3.16408641909194,-0.0261986345231242,-67427.6143295909,NA
"RG","140041","A","all","fwb",-13.8342191993494,-6.91710959967471,-0.060740884800377,-67427.6143295909,NA
"RG","140041","A","all","ndl",-4.71879597066729,-2.35939798533364,0,-67427.6143295909,NA
"RG","140041","A","all","total",-30.8708152785696,-15.4354076392847,-0.112958480956246,-67427.6143295909,NA
"RG","140041","A","gfi","ag",-21.9655820584058,-10.9827910292029,-0.0749027980965353,NA,NA
"RG","140041","A","gfi","bg",-6.3281719129975,-3.16408595649876,-0.0261986317198096,NA,NA
"RG","140041","A","gfi","fwb",-11.2804563404243,-5.64022817021214,-0.0489910218864625,NA,NA
"RG","140041","A","gfi","ndl",-4.71879456208183,-2.35939728104091,0,NA,NA
"RG","140041","A","gfi","total",-28.2937539714033,-14.1468769857016,-0.101101429816345,NA,NA
"RG","140041","A","rbu","ag",0.370880050706633,0.185440025353316,0.00170641818353266,NA,NA
"RG","140041","A","rbu","bg",1.32729860996768e-07,6.63649304983842e-08,4.02171478820208e-10,NA,NA
"RG","140041","A","rbu","fwb",0.366370066906276,0.183185033453138,0.00168566867783578,NA,NA
"RG","140041","A","rbu","ndl",2.02079667490597e-07,1.01039833745299e-07,0,NA,NA
"RG","140041","A","rbu","total",0.370880183436495,0.185440091718247,0.00170641858570414,NA,NA
"RG","140041","A","vbe","ag",-2.94794043268646,-1.47397021634323,-0.0135634665201202,NA,NA
"RG","140041","A","vbe","bg",-1.05791622282518e-06,-5.2895811141259e-07,-3.20548615516029e-09,NA,NA
"RG","140041","A","vbe","total",-2.94794149060269,-1.47397074530134,-0.0135634697256063,NA,NA
"RG","140041","all","all","ag",-24.5426424403855,-12.2713212201928,-0.0867598464331222,-67427.6143295909,1
"RG","140041","all","all","bg",-6.32817283818384,-3.16408641909194,-0.0261986345231242,-67427.6143295909,1
"RG","140041","all","all","fwb",-13.8342191993494,-6.91710959967471,-0.060740884800377,-67427.6143295909,1
"RG","140041","all","all","ndl",-4.71879597066729,-2.35939798533364,0,-67427.6143295909,1
"RG","140041","all","all","total",-30.8708152785696,-15.4354076392847,-0.112958480956246,-67427.6143295909,1
"RG","140041","all","gfi","ag",-21.9655820584058,-10.9827910292029,-0.0749027980965353,NA,NA
"RG","140041","all","gfi","bg",-6.3281719129975,-3.16408595649876,-0.0261986317198096,NA,NA
"RG","140041","all","gfi","fwb",-11.2804563404243,-5.64022817021214,-0.0489910218864625,NA,NA
"RG","140041","all","gfi","ndl",-4.71879456208183,-2.35939728104091,0,NA,NA
"RG","140041","all","gfi","total",-28.2937539714033,-14.1468769857016,-0.101101429816345,NA,NA
"RG","140041","all","rbu","ag",0.370880050706633,0.185440025353316,0.00170641818353266,NA,NA
"RG","140041","all","rbu","bg",1.32729860996768e-07,6.63649304983842e-08,4.02171478820208e-10,NA,NA
"RG","140041","all","rbu","fwb",0.366370066906276,0.183185033453138,0.00168566867783578,NA,NA
"RG","140041","all","rbu","ndl",2.02079667490597e-07,1.01039833745299e-07,0,NA,NA
"RG","140041","all","rbu","total",0.370880183436495,0.185440091718247,0.00170641858570414,NA,NA
"RG","140041","all","vbe","ag",-2.94794043268646,-1.47397021634323,-0.0135634665201202,NA,NA
"RG","140041","all","vbe","bg",-1.05791622282518e-06,-5.2895811141259e-07,-3.20548615516029e-09,NA,NA
"RG","140041","all","vbe","total",-2.94794149060269,-1.47397074530134,-0.0135634697256063,NA,NA
"RG","140042","A","all","ag",6.63801482870581,3.31900741435292,0.0175404171678874,-29268.3443514502,NA
"RG","140042","A","all","bg",3.83050061898662,1.91525030949331,0.0158582725626046,-29268.3443514502,NA
"RG","140042","A","all","fwb",7.75785088379775,3.87892544189888,0.0336923463883336,NA,NA
"RG","140042","A","all","ndl",2.59922780077674,1.29961390038837,0,NA,NA
"RG","140042","A","all","total",10.4685154476925,5.23425772384624,0.0511951362633479,-29268.3443514502,NA
"RG","140042","A","gfi","ag",6.638150078352,3.319075039176,0.0175410394515094,NA,NA
"RG","140042","A","gfi","bg",3.83050061898662,1.91525030949331,0.0158582725626046,NA,NA
"RG","140042","A","gfi","fwb",7.75785088379775,3.87892544189888,0.0336923463883336,NA,NA
"RG","140042","A","gfi","ndl",2.59922780077674,1.29961390038837,0,NA,NA
"RG","140042","A","gfi","total",10.4686506973387,5.23432534866932,0.05119575854697,NA,NA
"RG","140042","A","vbe","ag",-0.000135249646159101,-6.76248230795703e-05,-6.22283621978098e-07,NA,NA
"RG","140042","A","vbe","bg",0,0,0,NA,NA
"RG","140042","A","vbe","total",-0.000135249646159101,-6.76248230795703e-05,-6.22283621978098e-07,NA,NA
"RG","140042","all","all","ag",6.63801482870581,3.31900741435292,0.0175404171678874,-29268.3443514502,0
"RG","140042","all","all","bg",3.83050061898662,1.91525030949331,0.0158582725626046,-29268.3443514502,0
"RG","140042","all","all","fwb",7.75785088379775,3.87892544189888,0.0336923463883336,12150.7395453173,2
"RG","140042","all","all","ndl",2.59922780077674,1.29961390038837,0,12150.7395453173,2
"RG","140042","all","all","total",10.4685154476925,5.23425772384624,0.0511951362633479,-29268.3443514502,0
"RG","140042","all","gfi","ag",6.638150078352,3.319075039176,0.0175410394515094,NA,NA
"RG","140042","all","gfi","bg",3.83050061898662,1.91525030949331,0.0158582725626046,NA,NA
"RG","140042","all","gfi","fwb",7.75785088379775,3.87892544189888,0.0336923463883336,NA,NA
"RG","140042","all","gfi","ndl",2.59922780077674,1.29961390038837,0,NA,NA
"RG","140042","all","gfi","total",10.4686506973387,5.23432534866932,0.05119575854697,NA,NA
"RG","140042","all","vbe","ag",-0.000135249646159101,-6.76248230795703e-05,-6.22283621978098e-07,NA,NA
"RG","140042","all","vbe","bg",0,0,0,NA,NA
"RG","140042","all","vbe","total",-0.000135249646159101,-6.76248230795703e-05,-6.22283621978098e-07,NA,NA
"RG","140043","A","all","ag",0.045754240335742,0.022877120167871,0.000307563696424322,-2842.95761440652,NA
"RG","140043","A","all","bg",-0.0270457825690376,-0.0135228912845188,-0.000111969584712319,-2842.95761440652,NA
"RG","140043","A","all","fwb",0.056820211695065,0.0284101058475326,0.000275561864602881,-2842.95761440652,NA
"RG","140043","A","all","ndl",-0.0183521754061184,-0.0091760877030592,0,-2842.95761440652,NA
"RG","140043","A","all","total",0.018708457766706,0.00935422888335199,0.000195594111712,-2842.95761440652,NA
"RG","140043","A","gfi","ag",-0.067228506711245,-0.0336142533556226,-0.000212269639533001,NA,NA
"RG","140043","A","gfi","bg",-0.0270458229983202,-0.0135229114991601,-0.000111969707213045,NA,NA
"RG","140043","A","gfi","fwb",-0.0547754674181636,-0.0273877337090816,-0.000237889854997083,NA,NA
"RG","140043","A","gfi","ndl",-0.0183522369592303,-0.0091761184796151,0,NA,NA
"RG","140043","A","gfi","total",-0.094274329709566,-0.047137164854783,-0.000324239346746043,NA,NA
"RG","140043","A","rbu","ag",0.113372287262346,0.0566861436311729,0.000521625610488184,NA,NA
"RG","140043","A","rbu","bg",4.04292826147502e-08,2.02146413073751e-08,1.22500726322693e-10,NA,NA
"RG","140043","A","rbu","fwb",0.111595679113228,0.0557978395566142,0.000513451719599964,NA,NA
"RG","140043","A","rbu","ndl",6.15531119095424e-08,3.07765559547712e-08,0,NA,NA
"RG","140043","A","rbu","total",0.113372327691629,0.0566861638458142,0.00052162573298891,NA,NA
"RG","140043","all","all","ag",0.045754240335742,0.022877120167871,0.000307563696424322,-2842.95761440652,-1
"RG","140043","all","all","bg",-0.0270457825690376,-0.0135228912845188,-0.000111969584712319,-2842.95761440652,-1
"RG","140043","all","all","fwb",0.056820211695065,0.0284101058475326,0.000275561864602881,-2842.95761440652,-1
"RG","140043","all","all","ndl",-0.0183521754061184,-0.0091760877030592,0,-2842.95761440652,-1
"RG","140043","all","all","total",0.018708457766706,0.00935422888335199,0.000195594111712,-2842.95761440652,-1
"RG","140043","all","gfi","ag",-0.067228506711245,-0.0336142533556226,-0.000212269639533001,NA,NA
"RG","140043","all","gfi","bg",-0.0270458229983202,-0.0135229114991601,-0.000111969707213045,NA,NA
"RG","140043","all","gfi","fwb",-0.0547754674181636,-0.0273877337090816,-0.000237889854997083,NA,NA
"RG","140043","all","gfi","ndl",-0.0183522369592303,-0.0091761184796151,0,NA,NA
"RG","140043","all","gfi","total",-0.094274329709566,-0.047137164854783,-0.000324239346746043,NA,NA
"RG","140043","all","rbu","ag",0.113372287262346,0.0566861436311729,0.000521625610488184,NA,NA
"RG","140043","all","rbu","bg",4.04292826147502e-08,2.02146413073751e-08,1.22500726322693e-10,NA,NA
"RG","140043","all","rbu","fwb",0.111595679113228,0.0557978395566142,0.000513451719599964,NA,NA
"RG","140043","all","rbu","ndl",6.15531119095424e-08,3.07765559547712e-08,0,NA,NA
"RG","140043","all","rbu","total",0.113372327691629,0.0566861638458142,0.00052162573298891,NA,NA
"RG","140044","A","all","ag",-0.10873099765876,-0.0543654988293796,-0.000397713671317776,61.493194185701,NA
"RG","140044","A","all","bg",-0.0353861345266757,-0.0176930672633379,-0.000146498596940437,61.493194185701,NA
"RG","140044","A","all","total",-0.144117132185435,-0.0720585660927175,-0.000544212268258213,61.493194185701,NA
"RG","140044","A","gfi","ag",-0.108466168978249,-0.0542330844891244,-0.000396495194558748,NA,NA
"RG","140044","A","gfi","bg",-0.0353861345266757,-0.0176930672633379,-0.000146498596940437,NA,NA
"RG","140044","A","gfi","total",-0.143852303504925,-0.0719261517524623,-0.000542993791499185,NA,NA
"RG","140044","A","vbe","ag",-0.000264828680510413,-0.000132414340255206,-1.2184767590284e-06,NA,NA
"RG","140044","A","vbe","bg",0,0,0,NA,NA
"RG","140044","A","vbe","total",-0.000264828680510413,-0.000132414340255206,-1.2184767590284e-06,NA,NA
"RG","140044","all","all","ag",-0.10873099765876,-0.0543654988293796,-0.000397713671317776,61.493194185701,0
