"SP_P_ID","plot_ID","inv","inv_year","stand","tree_ID","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Chr_code_ger","bot_name","tpS_ID","LH_NH","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","DBH_class","Kraft","C_layer","H_dm","H_m","H_method","C_h_dm","D_mm","DBH_h_cm","DBH_cm","BA_m2","CCS_r_m","stand_plot_A_ha","plot_A_ha","DBH_class_10","state","tree_inventory_status","DBH_incl_growth","growth_method","BA_m2_incl_growth","height_inc_growth","DBH_h_m","R2.x","R2.y","mean_DBH_cm","Dg_cm","Hg_m","R2_comb","H_new_method","compartiment","B_kg_tree","N_kg_tree","C_kg_tree"
"140037gfi",140037,"HBI",2011,"A",2,0,1332,42,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",45,1,1,NA,26.2675277158409,"coeff_SP_P",NA,461,130,46.1,0.166913603083389,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,63.8379337231969,"growth_df P S DBHC SP",0.320071882694701,26.4671686436848,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sw",1276.67929806503,1.0366635900288,638.339649032515
"140037gfi",140037,"HBI",2011,"A",2,0,1332,42,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",45,1,1,NA,26.2675277158409,"coeff_SP_P",NA,461,130,46.1,0.166913603083389,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,63.8379337231969,"growth_df P S DBHC SP",0.320071882694701,26.4671686436848,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sb",104.816567382697,0.507312186132253,52.4082836913485
"140037gfi",140037,"HBI",2011,"A",2,0,1332,42,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",45,1,1,NA,26.2675277158409,"coeff_SP_P",NA,461,130,46.1,0.166913603083389,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,63.8379337231969,"growth_df P S DBHC SP",0.320071882694701,26.4671686436848,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","fwb",381.719705034964,1.65780867896685,190.859852517482
"140037gfi",140037,"HBI",2011,"A",2,0,1332,42,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",45,1,1,NA,26.2675277158409,"coeff_SP_P",NA,461,130,46.1,0.166913603083389,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,63.8379337231969,"growth_df P S DBHC SP",0.320071882694701,26.4671686436848,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","ndl",142.544613549064,0,71.272306774532
"140037gfi",140037,"HBI",2011,"A",2,0,1332,42,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",45,1,1,NA,26.2675277158409,"coeff_SP_P",NA,461,130,46.1,0.166913603083389,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,63.8379337231969,"growth_df P S DBHC SP",0.320071882694701,26.4671686436848,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","bg",408.472074708056,1.69107438929135,204.236037354028
"140037gfi",140037,"HBI",2011,"A",2,0,1332,42,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",45,1,1,NA,26.2675277158409,"coeff_SP_P",NA,461,130,46.1,0.166913603083389,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,63.8379337231969,"growth_df P S DBHC SP",0.320071882694701,26.4671686436848,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","total",2387.75153283696,4.973431561287,1193.87576641848
"140037gfi",140037,"HBI",2011,"A",2,0,1332,42,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",45,1,1,NA,26.2675277158409,"coeff_SP_P",NA,461,130,46.1,0.166913603083389,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,63.8379337231969,"growth_df P S DBHC SP",0.320071882694701,26.4671686436848,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","ag",1979.2794581289,3.28235717199565,989.639729064451
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","stw",30.9509918904137,0.0251322054150159,15.4754959452069
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","stb",2.54366284805805,0.012311328184601,1.27183142402902
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sw",637.849477229339,0.517933775510223,318.924738614669
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sb",55.3993344836272,0.268132778900756,27.6996672418136
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","fwb",134.80392603112,0.585453450753154,67.40196301556
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","ndl",62.1434112729402,0,31.0717056364701
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","bg",139.792168994579,0.578739579637557,69.8960844972895
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","total",1063.48297275008,1.98770311840131,531.741486375039
"140037gfi",140037,"HBI",2011,"A",3,0,1415,70,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.9705908150701,"coeff_SP_P",NA,325,150,32.6,0.0834689752132272,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,43.482642971064,"growth_df P S DBHC SP",0.148498391176053,26.1677056424766,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","ag",923.690803755498,1.40896353876375,461.845401877749
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","stw",56.0691058298128,0.045528113933808,28.0345529149064
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","stb",4.34398671325396,0.0210248956921492,2.17199335662698
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sw",1075.50208970345,0.873307696839202,537.751044851725
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sb",89.5645317985643,0.433492333905051,44.7822658992822
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","fwb",292.402532479953,1.26990419856044,146.201266239976
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","ndl",115.51333703457,0,57.756668517285
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","bg",313.073860530647,1.29612578259688,156.536930265323
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","total",1946.46944409025,3.93938302152752,973.234722045126
"140037gfi",140037,"HBI",2011,"A",4,0,1564,88,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",40,2,1,NA,25.982776884612,"coeff_SP_P",NA,403,130,40.3,0.127555730319216,17.84,0.0500373591558179,0.0999860870850348,"40","14",2,58.0379337231969,"growth_df P S DBHC SP",0.264553654870878,26.4454887194804,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","ag",1633.3955835596,2.64325723893065,816.697791779802
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","stw",28.8515778464665,0.0234274812113308,14.4257889232333
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","stb",2.38684488788727,0.0115523292573744,1.19342244394363
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sw",599.052333269924,0.486430494615178,299.526166634962
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sb",52.2617887761547,0.252947057676589,26.1308943880774
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","fwb",122.91154019256,0.533804819056288,61.45577009628
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","ndl",57.6440065445099,0,28.8220032722549
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","bg",135.349545648853,0.560347118986251,67.6747728244265
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","total",998.457637166355,1.86850930080301,499.228818583178
"140037gfi",140037,"HBI",2011,"A",5,0,1290,81,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",30,2,1,NA,24.8592521264454,"coeff_SP_P",NA,321,130,32.1,0.0809282121546365,17.84,0.0500373591558179,0.0999860870850348,"30","14",2,42.982642971064,"growth_df P S DBHC SP",0.145102907337224,26.143958441019,1.3,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","ag",863.108091517502,1.30816218181676,431.554045758751
"140037gfi",140037,"HBI",2011,"A",6,0,1024,83,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",20,3,1,NA,20.4143695998705,"coeff_SP_P",NA,224,150,22.5,0.0397607820219958,12.62,0.0250532696274694,0.0500343869018386,"20","14",2,28.5022647527911,"growth_df P S DBHC SP",0.063804105001088,23.7893091867371,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","stw",11.2633230161001,0.00914581828907328,5.63166150805005
"140037gfi",140037,"HBI",2011,"A",6,0,1024,83,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",20,3,1,NA,20.4143695998705,"coeff_SP_P",NA,224,150,22.5,0.0397607820219958,12.62,0.0250532696274694,0.0500343869018386,"20","14",2,28.5022647527911,"growth_df P S DBHC SP",0.063804105001088,23.7893091867371,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","stb",0.999091890757883,0.00483560475126815,0.499545945378941
"140037gfi",140037,"HBI",2011,"A",6,0,1024,83,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",20,3,1,NA,20.4143695998705,"coeff_SP_P",NA,224,150,22.5,0.0397607820219958,12.62,0.0250532696274694,0.0500343869018386,"20","14",2,28.5022647527911,"growth_df P S DBHC SP",0.063804105001088,23.7893091867371,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sw",249.934155955192,0.202946534635616,124.967077977596
"140037gfi",140037,"HBI",2011,"A",6,0,1024,83,53,1,"gfi","GFi","Picea abies",1,"NB","fi","fi","fi","FI","FI","FI",20,3,1,NA,20.4143695998705,"coeff_SP_P",NA,224,150,22.5,0.0397607820219958,12.62,0.0250532696274694,0.0500343869018386,"20","14",2,28.5022647527911,"growth_df P S DBHC SP",0.063804105001088,23.7893091867371,1.5,0.871616133039511,0.818618937104054,31.1125,32.0197237391789,23.2961548971097,0.871616133039511,"coeff_SP_P","sb",23.5259928066567,0.113865805184218,11.7629964033283
