bund_nr,lfd_nr,zwiesel,baumkennzahl,bart,alter,alter_methode,d_mess,bhd_hoehe,hoehe,kransatz,azi,hori,kraft,schi
140013,24,,-9,gki,68,1,128,130,-9,-9,52,816,3,1
140013,25,,-9,gki,68,1,211,140,-9,-9,62,643,2,1
140013,26,,-9,gki,68,1,94,130,-9,-9,75,549,4,1
140013,27,,-9,gki,68,1,216,130,-9,-9,62,399,2,1
140013,28,,-9,gki,68,1,92,130,-9,-9,46,141,4,1
140013,29,,-9,gki,68,1,116,140,-9,-9,115,263,3,1
140013,30,,-9,gki,68,1,186,130,-9,-9,110,465,2,1
140013,31,,-9,gki,68,1,218,130,-9,-9,75,961,2,1
140013,32,,-9,gki,68,1,192,140,-9,-9,91,1245,2,1
140013,33,,-9,gki,68,1,170,130,-9,-9,132,1249,3,1
140013,34,,-9,gki,68,1,136,130,-9,-9,109,682,3,1
140013,35,,-9,gki,68,1,199,140,-9,-9,119,788,3,1
140013,36,,-9,gki,68,1,104,130,-9,-9,132,492,3,1
140013,37,,-9,gki,68,1,88,130,-9,-9,187,138,4,1
140013,38,,-9,gki,68,1,258,130,-9,-9,192,245,2,1
140013,39,,-9,gki,68,1,222,130,-9,-9,164,526,2,1
140013,40,,-9,gki,68,1,104,130,-9,-9,168,718,4,1
140013,41,,-9,gki,68,1,210,130,-9,-9,161,970,2,1
140013,42,,-9,gki,68,1,113,130,-9,-9,189,1261,4,1
140013,43,,-9,gki,68,1,119,130,-9,-9,180,933,4,1
140013,44,,-9,gki,68,1,109,130,-9,-9,186,630,4,1
140013,45,,-9,gki,68,1,138,130,-9,-9,206,675,3,1
140013,46,,-9,gki,68,1,236,130,-9,-9,194,897,2,1
140013,47,,-9,gki,68,1,173,130,-9,-9,197,1107,2,1
140013,48,,-9,gki,68,1,105,130,-9,-9,204,1135,4,1
140013,49,,-9,gki,68,1,165,130,-9,-9,208,1030,2,1
140013,50,,-9,gki,68,1,134,130,-9,-9,222,965,3,1
140013,51,,-9,gki,68,1,184,130,-9,-9,230,489,2,1
140013,52,,-9,gki,68,1,175,130,-9,-9,238,351,2,1
140013,53,,-9,gki,68,1,199,130,-9,-9,282,273,2,1
140014,1,,-9,gki,71,1,130,130,142,114,218,298,3,1
140014,2,,-9,gki,71,1,148,130,-9,-9,246,215,2,1
140014,3,,-9,gki,71,1,166,130,151,112,243,373,2,1
140014,4,,-9,gki,71,1,164,130,-9,-9,269,352,2,1
140014,5,,-9,gki,71,1,170,130,-9,-9,253,665,2,1
140014,6,,-9,gki,71,1,161,130,-9,-9,268,670,2,1
140014,7,,-9,gki,71,1,136,130,-9,-9,264,849,3,1
140014,8,,-9,gki,71,1,143,130,-9,-9,374,808,3,1
140014,9,,-9,gki,71,1,87,130,115,97,294,404,4,1
140014,10,,-9,gki,71,1,115,130,-9,-9,295,600,3,1
140014,11,,-9,gki,71,1,170,130,-9,-9,290,1015,2,1
140014,12,,-9,gki,71,1,176,130,-9,-9,296,1055,2,1
140014,13,,-9,gki,71,1,174,130,-9,-9,304,1225,2,1
140014,14,,-9,gki,71,1,164,130,-9,-9,319,1074,2,1
140014,15,,-9,gki,71,1,136,130,-9,-9,322,1022,2,1
140014,16,,-9,gki,71,1,149,130,-9,-9,337,872,2,1
140014,17,,-9,gki,71,1,249,130,171,95,319,690,1,1
140014,18,,-9,gki,71,1,175,130,-9,-9,331,495,2,1
140014,19,,-9,gki,71,1,89,130,-9,-9,337,417,3,1
140014,20,,-9,gki,71,1,144,130,-9,-9,323,300,2,1
140014,21,,-9,gki,71,1,84,130,-9,-9,364,277,4,1
140014,22,,-9,gki,71,1,78,130,-9,-9,4,123,4,1
140014,23,,-9,gki,71,1,71,130,-9,-9,396,295,4,1
140014,24,,-9,gki,71,1,122,130,-9,-9,376,539,3,1
140014,25,,-9,gki,71,1,126,130,-9,-9,364,880,2,1
140014,26,,-9,gki,71,1,163,130,-9,-9,359,921,2,1
140014,27,,-9,gki,71,1,178,130,-9,-9,359,1081,2,1
140014,28,,-9,gki,71,1,232,130,-9,-9,364,1177,1,1
140014,29,,-9,gki,71,1,132,130,-9,-9,379,1199,2,1
140014,30,,-9,gki,71,1,176,140,-9,-9,384,917,2,1
140014,31,,-9,gki,71,1,195,130,-9,-9,17,389,2,1
140014,32,,-9,gki,71,1,200,130,-9,-9,396,767,2,1
140014,33,,-9,gki,71,1,160,130,-9,-9,5,1022,2,1
140014,34,,-9,gki,71,1,124,130,-9,-9,14,1048,3,1
140014,35,,-9,gki,71,1,98,150,-9,-9,12,1182,3,1
140014,36,,-9,gki,71,1,109,130,-9,-9,26,1159,3,1
140014,37,,-9,gki,71,1,121,130,-9,-9,22,1103,3,1
140014,38,,-9,gki,71,1,114,130,-9,-9,15,797,3,1
140014,39,,-9,gki,71,1,144,130,-9,-9,29,870,2,1
140014,40,,-9,gki,71,1,116,130,-9,-9,43,1044,2,1
140014,41,,-9,gki,71,1,184,130,-9,-9,43,1255,2,1
140014,42,,-9,gki,71,1,250,130,163,110,58,1207,2,1
140014,43,,-9,gki,71,1,208,130,-9,-9,59,920,2,1
140014,44,,-9,gki,71,1,185,130,-9,-9,54,834,2,1
140014,45,,-9,gki,71,1,113,130,-9,-9,49,536,3,1
140014,46,,-9,gki,71,1,160,130,-9,-9,52,351,2,1
140014,47,,-9,gki,71,1,125,130,-9,-9,63,462,3,1
140014,48,,-9,gki,71,1,114,130,-9,-9,82,488,3,1
140014,49,,-9,gki,71,1,127,140,-9,-9,100,389,2,1
140014,50,,-9,gki,71,1,140,130,-9,-9,70,962,3,1
140014,51,,-9,gki,71,1,100,130,-9,-9,82,1194,3,1
140014,52,,-9,gki,71,1,121,130,-9,-9,88,1040,3,1
140014,53,,-9,gki,71,1,217,130,-9,-9,86,826,2,1
140014,54,,-9,gki,71,1,145,130,-9,-9,95,930,3,1
140014,55,,-9,gki,71,1,210,130,-9,-9,106,147,2,1
140014,56,,-9,gki,71,1,142,130,-9,-9,147,212,2,1
140014,57,,-9,gki,71,1,145,130,-9,-9,107,789,2,1
140014,58,,-9,gki,71,1,135,130,-9,-9,103,1128,3,1
140014,59,,-9,gki,71,1,106,140,-9,-9,109,1192,3,1
140014,60,,-9,gki,71,1,151,130,-9,-9,120,1054,3,1
140014,61,,-9,gki,71,1,120,130,-9,-9,126,878,3,1
140014,62,,-9,gki,71,1,136,130,-9,-9,137,689,2,1
140014,63,,-9,gki,71,1,234,130,-9,-9,166,460,2,1
140014,64,,-9,gki,71,1,152,130,-9,-9,174,859,2,1
140014,65,,-9,gki,71,1,154,130,-9,-9,159,966,2,1
140014,66,,-9,gki,71,1,121,150,-9,-9,151,1032,3,1
140014,67,,-9,gki,71,1,139,130,-9,-9,145,1121,2,1
140014,68,,-9,gki,71,1,103,130,-9,-9,163,1079,3,1
140014,69,,-9,gki,71,1,103,130,-9,-9,177,991,4,1
140014,70,,-9,gki,71,1,156,130,-9,-9,175,1133,2,1
140014,71,,-9,gki,71,1,142,130,-9,-9,170,1168,3,1
140014,72,,-9,gki,71,1,118,130,-9,-9,195,1076,3,1
140014,73,,-9,gki,71,1,123,130,-9,-9,187,959,3,1
140014,74,,-9,gki,71,1,214,130,-9,-9,208,814,2,1
140014,75,,-9,gki,71,1,113,130,-9,-9,225,892,3,1
140014,76,,-9,gki,71,1,259,130,-9,-9,212,1244,1,1
140014,77,,-9,gki,71,1,105,130,-9,-9,236,1001,4,1
140015,1,,-9,gki,128,1,264,130,-9,-9,154,127,2,1
140015,2,,-9,gki,128,1,279,130,191,133,155,679,2,1
140015,3,,-9,gki,128,1,142,130,141,123,146,899,3,1
140015,4,,-9,gki,128,1,260,130,-9,-9,145,1096,2,1
140015,5,,-9,gki,128,1,215,130,-9,-9,191,1116,3,1
140015,6,,-9,gki,128,1,192,150,159,127,183,839,3,1
140015,7,,-9,gki,128,1,270,130,-9,-9,194,635,2,1
140015,8,,-9,gki,128,1,217,130,-9,-9,228,423,3,1
140015,9,,-9,gki,128,1,198,130,-9,-9,254,424,3,1
140015,10,,-9,gki,128,1,245,140,185,118,217,1059,2,1
140015,11,,-9,gki,128,1,366,130,207,134,231,1469,1,1
140015,12,,-9,gki,128,1,318,130,199,117,252,1236,2,1
140015,13,,-9,gki,128,1,341,130,-9,-9,276,1089,2,1
140015,14,,-9,gki,128,1,314,130,-9,-9,276,1348,2,1
140015,15,,-9,gki,31,5,75,130,76,32,298,496,4,1
140015,16,,-9,gki,128,1,276,130,-9,-9,313,470,3,1
140015,17,,-9,gki,51,5,160,130,-9,-9,333,1073,3,1
140015,18,,-9,gki,51,1,102,130,-9,-9,318,1043,4,1
140015,19,,-9,gki,128,1,285,130,-9,-9,358,840,3,1
140015,20,,-9,gki,128,1,309,130,-9,-9,387,1736,2,1
140015,21,,-9,gki,128,1,326,130,-9,-9,11,1053,2,1
140015,22,,-9,gki,128,1,237,130,-9,-9,391,422,3,1
140015,23,,-9,gki,128,1,251,130,-9,-9,15,496,3,1
140015,24,,-9,gki,128,1,255,140,-9,-9,22,161,2,1
140015,25,,-9,gki,128,1,241,130,-9,-9,34,898,2,1
140015,26,,-9,gki,128,1,358,130,-9,-9,50,1087,2,1
140015,27,,-9,gki,128,1,348,130,-9,-9,77,1605,2,1
140015,28,,-9,gki,128,1,292,130,-9,-9,104,888,2,1
140015,29,,-9,gki,128,1,184,130,-9,-9,101,509,3,1
140015,30,,-9,gki,128,1,205,130,-9,-9,81,338,3,1
140016,1,,-9,gki,107,1,493,130,261,178,203,508,2,1
140016,2,,-9,tei,54,1,182,130,145,111,238,1242,-9,2
140016,3,,-9,tei,107,1,287,130,190,103,246,925,3,1
140016,4,,-9,gki,107,1,276,130,232,177,242,728,3,1
140016,5,,-9,tei,54,1,106,130,-9,-9,254,833,-9,2
140016,6,,-9,gki,107,1,216,130,-9,-9,264,996,3,1
140016,7,,-9,gki,107,1,224,130,184,148,261,1057,3,1
140016,8,,-9,rbu,107,1,350,130,209,38,270,1617,4,1
140016,9,,-9,gki,107,1,285,130,261,192,284,1159,2,1
140016,10,,-9,gki,107,1,205,130,-9,-9,298,298,4,1
140016,11,,-9,gki,107,1,359,130,-9,-9,289,471,2,1
140016,12,,-9,rbu,54,1,132,100,-9,-9,294,840,-9,2
140016,13,,-9,tei,54,1,134,130,-9,-9,297,908,-9,2
140016,14,,-9,rbu,54,1,210,130,191,114,299,845,4,1
140016,15,,-9,gki,107,1,338,130,243,183,318,1613,2,1
140016,16,,-9,gki,107,1,222,130,-9,-9,326,1040,3,1
140016,17,,-9,gki,107,1,306,130,-9,-9,318,828,2,1
140016,18,,-9,tei,54,1,152,130,-9,-9,327,767,-9,2
140016,19,,-9,gki,107,1,427,130,229,142,346,413,2,1
140016,20,,-9,tei,54,1,104,130,89,46,349,316,-9,2
140016,21,,-9,gki,107,1,284,130,-9,-9,354,774,3,1
140016,22,,-9,rbu,107,1,347,130,248,60,372,904,2,1
140016,23,,-9,gki,107,1,273,130,-9,-9,375,1226,3,1
140016,24,,-9,rbu,107,1,308,130,-9,-9,362,1533,3,1
140016,25,,-9,gki,107,1,252,130,-9,-9,11,1133,3,1
140016,26,,-9,tei,107,1,207,130,149,84,28,408,-9,2
140016,27,,-9,gki,107,1,288,130,-9,-9,35,715,2,1
140016,28,,-9,gki,107,1,303,130,-9,-9,45,858,2,1
140016,29,,-9,sbi,54,1,118,130,101,84,48,1175,-9,2
140016,30,,-9,rbu,54,1,207,130,-9,-9,62,1226,-9,2
140016,31,,-9,tei,107,1,312,130,-9,-9,70,1696,2,1
140016,32,,-9,gki,107,1,337,130,-9,-9,76,1216,2,1
140016,33,,-9,gki,107,1,372,130,235,157,83,1503,2,1
140016,34,,-9,rbu,54,1,142,130,129,84,95,1082,-9,2
140016,35,,-9,gki,107,1,279,130,-9,-9,77,789,2,1
140016,36,,-9,gki,107,1,343,130,-9,-9,99,757,2,1
140016,37,,-9,rbu,54,1,117,130,-9,-9,118,677,-9,2
140016,38,,-9,tei,107,1,325,130,221,89,109,468,2,1
140016,39,,-9,gki,107,1,278,130,-9,-9,133,853,2,1
140016,40,,-9,gki,107,1,318,130,-9,-9,109,1615,2,1
140016,41,,-9,gki,107,1,405,130,-9,-9,133,1230,2,1
140016,42,,-9,tei,107,1,242,130,-9,-9,140,1155,4,1
140016,43,,-9,sbi,54,1,108,130,114,75,158,708,-9,2
140016,44,,-9,gki,107,1,260,130,-9,-9,174,795,4,1
140016,46,,-9,rbu,107,1,401,130,247,90,208,1209,2,1
140016,47,,-9,tei,107,1,239,130,-9,-9,301,1244,4,1
140016,48,,-9,gki,107,1,330,130,-9,-9,162,1774,2,1
140017,1,,-9,rbu,51,5,141,130,152,71,66,466,4,1
140017,2,,-9,gki,78,1,366,130,274,219,77,428,2,1
140017,3,,-9,gfi,58,1,247,130,225,110,75,865,3,1
140017,4,,-9,gki,78,1,337,130,275,206,81,1229,2,1
140017,5,,-9,gki,78,1,513,130,308,229,75,1645,1,1
140017,6,,-9,gfi,41,5,124,130,149,89,100,1157,4,1
140017,7,,-9,gfi,58,1,271,130,262,108,96,972,3,1
140017,8,,-9,gki,78,1,449,130,289,203,114,1185,2,1
140017,9,,-9,gfi,58,1,358,130,274,134,124,1759,2,1
140017,10,,-9,gki,78,1,346,130,-9,-9,146,1430,2,1
140017,11,,-9,gfi,78,1,197,130,200,111,147,1220,3,1
140017,12,,-9,gfi,78,1,308,130,262,129,157,1754,2,1
140017,13,,-9,gki,78,1,521,130,-9,-9,183,1737,1,1
140017,14,,-9,gfi,41,5,133,130,-9,-9,170,1107,4,1
140017,15,,-9,gfi,78,1,295,130,-9,-9,156,861,2,1
140017,16,,-9,gfi,41,5,116,150,-9,-9,133,667,4,1
140017,17,,-9,gki,78,1,504,130,-9,-9,116,415,2,1
140017,18,,-9,gki,78,1,381,130,-9,-9,218,206,2,1
140017,19,,-9,gfi,78,1,392,130,-9,-9,190,919,2,1
140017,20,,-9,gfi,58,1,217,130,-9,-9,183,1244,3,1
140017,21,,-9,gki,78,1,285,130,236,191,201,1086,3,1
140017,22,,-9,gki,78,1,570,130,303,217,200,1566,1,1
140017,23,,-9,gki,78,1,334,130,-9,-9,203,1745,2,1
140017,24,,-9,gki,78,1,429,130,-9,-9,230,1732,2,1
140017,25,,-9,gki,78,1,475,130,297,198,260,1666,1,1
140017,26,,-9,rbu,78,1,463,130,264,84,292,964,2,1
140017,27,,-9,gki,78,1,342,130,-9,-9,311,1325,2,1
140017,28,,-9,gki,78,1,322,130,-9,-9,314,840,3,1
140017,29,,-9,gki,78,1,390,130,-9,-9,320,1661,2,1
140017,30,,-9,gki,78,1,290,130,-9,-9,341,955,3,1
140017,31,,-9,gfi,41,5,122,130,-9,-9,340,1251,4,1
140017,32,,-9,gki,78,1,417,130,-9,-9,369,970,2,1
140017,33,,-9,gki,78,1,285,130,-9,-9,363,1195,3,1
140017,34,,-9,gki,78,1,363,130,-9,-9,1,1753,2,1
140017,35,,-9,gfi,78,1,316,130,-9,-9,397,1407,2,1
140017,36,,-9,gfi,41,5,134,130,-9,-9,394,1255,4,1
140017,37,,-9,rbu,78,1,340,130,278,106,8,960,2,1
140017,38,,-9,gfi,78,1,310,130,-9,-9,20,953,3,1
140017,39,,-9,gki,78,1,385,130,-9,-9,34,1323,2,1
140017,40,,-9,gfi,78,1,309,130,-9,-9,40,1631,3,1
140017,41,,-9,gki,78,1,417,130,-9,-9,48,1710,2,1
140017,42,,-9,gki,78,1,386,130,-9,-9,56,1334,2,1
140018,1,,-9,gki,68,1,332,130,247,163,194,180,2,1
140018,2,,-9,gfi,68,1,223,130,171,101,168,339,3,1
140018,3,,-9,gki,68,1,206,130,178,139,159,462,3,1
140018,4,,-9,gki,68,1,350,130,244,196,176,546,2,1
140018,5,,-9,gki,68,1,345,130,-9,-9,186,658,2,1
140018,6,,-9,gfi,68,1,347,130,228,78,162,1233,2,1
140018,7,,-9,gki,68,1,309,130,-9,-9,192,1564,2,1
140018,8,,-9,gfi,68,1,288,130,209,109,185,1212,3,1
140018,9,,-9,gki,68,1,242,130,-9,-9,202,1236,3,1
140018,10,,-9,gki,68,1,302,130,-9,-9,209,1486,2,1
140018,11,,-9,gki,68,1,273,150,-9,-9,212,1001,2,1
140018,12,,-9,gki,68,1,238,130,-9,-9,233,756,4,1
140018,13,,-9,gfi,68,1,176,130,159,107,234,612,4,1
140018,14,,-9,gfi,68,1,293,130,-9,-9,252,363,2,1
140018,15,,-9,gfi,68,1,338,130,-9,-9,283,504,2,1
140018,16,,-9,gfi,68,1,378,130,248,101,327,243,2,1
140018,17,,-9,gki,68,1,363,130,-9,-9,268,857,2,1
140018,18,,-9,gfi,31,5,119,130,71,18,246,1189,4,1
140018,19,,-9,gki,68,1,359,130,-9,-9,260,1332,2,1
140018,20,,-9,gki,68,1,308,130,-9,-9,304,1038,3,1
140018,21,,-9,gki,68,1,280,130,244,184,313,1157,2,1
140018,22,,-9,gki,68,1,361,130,-9,-9,332,1600,2,1
140018,23,,-9,gki,68,1,304,130,-9,-9,326,1126,2,1
140018,24,,-9,gki,68,1,191,130,-9,-9,339,985,4,1
140018,25,,-9,gki,68,1,184,130,181,144,332,794,4,1
140018,26,,-9,gki,68,1,314,130,-9,-9,350,1022,2,1
140018,27,,-9,gfi,68,1,311,140,-9,-9,364,1702,2,1
140018,28,,-9,gki,68,1,402,130,266,197,378,1582,2,1
140018,29,,-9,gfi,68,1,339,130,-9,-9,374,908,2,1
140018,30,,-9,gki,68,1,321,130,-9,-9,392,982,2,1
140018,31,,-9,gki,68,1,361,130,-9,-9,3,1357,2,1
140018,32,,-9,gki,68,1,348,130,-9,-9,25,1367,2,1
140018,33,,-9,gki,68,1,370,130,-9,-9,38,1754,2,1
140018,34,,-9,gfi,68,1,477,130,261,109,49,1274,1,1
140018,35,,-9,gki,68,1,332,130,-9,-9,36,694,3,1
140018,36,,-9,sbi,68,1,239,130,229,135,64,1127,3,1
140018,37,,-9,gki,68,1,287,130,-9,-9,70,1231,3,1
140018,38,,-9,gki,68,1,337,130,-9,-9,72,1708,2,1
140018,39,,-9,gki,68,1,317,150,-9,-9,88,1275,2,1
140018,40,,-9,gki,68,1,253,150,-9,-9,87,929,3,1
140018,41,,-9,gki,68,1,254,130,-9,-9,91,652,3,1
140018,42,,-9,gki,68,1,247,130,-9,-9,100,966,3,1
140018,43,,-9,gki,68,1,343,130,-9,-9,122,1286,2,1
140018,44,,-9,gki,68,1,349,150,-9,-9,121,1575,2,1
140018,45,,-9,gki,68,1,366,130,-9,-9,133,1528,2,1
140018,46,,-9,gki,68,1,324,130,-9,-9,135,1755,2,1
140018,47,,-9,gfi,68,1,262,130,-9,-9,124,995,3,1
140019,1,,-9,sbi,41,5,152,150,140,90,368,543,-9,2
140019,2,,-9,sei,157,1,499,130,255,144,372,1350,2,1
140019,3,,-9,sei,157,1,531,130,264,140,8,1119,2,1
140019,4,,-9,sbi,41,5,118,130,117,73,43,490,-9,2
140019,5,,-9,kir,41,5,148,130,129,84,69,809,-9,2
140019,6,,-9,sei,157,1,503,130,-9,-9,56,1038,2,1
140019,7,,-9,sei,157,1,404,130,219,145,60,1622,3,1
140019,8,,-9,sei,157,1,580,130,258,172,89,1541,2,1
140019,9,,-9,sei,157,1,629,130,270,150,102,1749,1,1
140019,10,,-9,sei,157,1,548,130,-9,-9,95,980,2,1
140019,11,,-9,sei,157,1,359,130,213,149,189,603,3,1
140019,12,,-9,sei,157,1,618,130,-9,-9,183,1244,2,1
140019,13,,-9,sei,157,1,561,130,-9,-9,184,1741,2,1
140019,14,,-9,sei,157,1,419,130,-9,-9,212,1620,3,1
140019,15,,-9,sei,157,1,534,130,-9,-9,211,989,2,1
140019,16,,-9,sei,157,1,440,130,-9,-9,227,1147,3,1
140019,17,,-9,sei,157,1,372,130,-9,-9,238,1396,3,1
140019,18,,-9,sei,157,1,552,130,-9,-9,255,795,2,1
140019,19,,-9,sei,157,1,466,130,-9,-9,286,1453,2,1
140019,20,,-9,sei,157,1,381,130,-9,-9,295,1770,3,1
140019,21,,-9,sei,157,1,437,130,-9,-9,297,1449,2,1
140019,22,,-9,sei,157,1,606,130,-9,-9,326,1560,2,1
140019,23,,-9,sei,157,1,525,130,-9,-9,338,1765,2,1
140020,1,,-9,gki,31,1,86,130,126,87,319,80,2,1
140020,2,,-9,gki,31,1,110,130,125,87,308,154,2,1
140020,3,,-9,gki,31,1,81,130,-9,-9,316,309,3,1
140020,4,,-9,gki,31,1,118,130,123,89,317,361,2,1
140020,5,,-9,gki,31,1,111,130,-9,-9,318,575,2,1
140020,6,,-9,gki,31,1,107,130,-9,-9,327,1136,2,1
140020,7,,-9,gki,31,1,180,130,-9,-9,331,767,1,1
140020,8,,-9,gki,31,1,104,130,126,87,343,431,2,1
140020,9,,-9,gki,31,1,99,130,-9,-9,348,402,2,1
140020,10,,-9,gki,31,1,180,130,133,81,361,284,1,1
140020,11,,-9,gki,31,1,77,150,-9,-9,23,169,3,1
140020,12,,-9,gki,31,1,101,130,-9,-9,18,299,2,1
140020,13,,-9,gki,31,1,111,130,-9,-9,334,1105,2,1
140020,14,,-9,gki,31,1,144,130,-9,-9,346,1183,2,1
140020,15,,-9,gki,31,1,129,130,-9,-9,347,1070,2,1
140020,16,,-9,gki,31,1,115,130,-9,-9,350,1036,2,1
140020,17,,-9,gki,31,1,143,130,-9,-9,353,973,2,1
140020,18,,-9,gki,31,1,138,130,-9,-9,378,656,2,1
140020,19,,-9,gki,31,1,167,130,-9,-9,391,558,2,1
140020,20,,-9,gki,31,1,73,130,-9,-9,11,490,3,1
140020,21,,-9,gki,31,1,114,130,-9,-9,18,473,2,1
140020,22,,-9,gki,31,1,112,130,-9,-9,362,1004,2,1
140020,23,,-9,gki,31,1,140,130,-9,-9,373,1074,2,1
140020,24,,-9,gki,31,1,127,130,-9,-9,377,1014,2,1
140020,25,,-9,gki,31,1,112,130,-9,-9,390,890,2,1
140020,26,,-9,gki,31,1,183,150,-9,-9,13,948,2,1
140020,27,,-9,gki,31,1,107,130,-9,-9,394,1007,2,1
140020,28,,-9,gki,31,1,113,130,-9,-9,392,1046,2,1
140020,29,,-9,gki,31,1,106,130,-9,-9,28,1157,2,1
140020,30,,-9,gki,31,1,148,130,-9,-9,44,1223,2,1
140020,31,,-9,gki,31,1,102,130,-9,-9,57,1127,2,1
140020,32,,-9,gki,31,1,102,130,-9,-9,67,1258,2,1
140020,33,,-9,gki,31,1,123,130,-9,-9,35,978,2,1
140020,34,,-9,gki,31,1,122,130,-9,-9,32,964,2,1
140020,35,,-9,gki,31,1,100,130,-9,-9,69,1102,2,1
140020,36,,-9,gki,31,1,129,130,-9,-9,82,1160,2,1
140020,37,,-9,gki,31,1,104,130,-9,-9,76,1000,2,1
140020,38,,-9,gki,31,1,124,130,-9,-9,70,907,2,1
140020,39,,-9,gki,31,1,106,130,-9,-9,39,666,2,1
140020,40,,-9,gki,31,1,103,130,-9,-9,35,626,2,1
140020,41,,-9,gki,31,1,135,130,-9,-9,46,494,2,1
140020,42,,-9,gki,31,1,126,130,-9,-9,69,654,2,1
140020,43,,-9,gki,31,1,135,130,-9,-9,81,783,2,1
140020,44,,-9,gki,31,1,136,130,-9,-9,103,1101,2,1
140020,45,,-9,gki,31,1,106,150,-9,-9,68,438,2,1
140020,46,,-9,gki,31,1,139,130,-9,-9,60,363,2,1
140020,47,,-9,gki,31,1,140,130,-9,-9,46,335,2,1
140020,48,,-9,gki,31,1,88,130,-9,-9,92,378,2,1
140020,49,,-9,gki,31,1,105,130,-9,-9,97,417,2,1
140020,50,,-9,gki,31,1,124,130,-9,-9,99,521,2,1
140020,51,,-9,gki,31,1,113,130,-9,-9,107,756,2,1
140020,52,,-9,gki,31,1,116,130,-9,-9,112,1079,2,1
140020,53,,-9,gki,31,1,100,130,-9,-9,113,1108,2,1
140020,54,,-9,gki,31,1,115,130,-9,-9,120,1250,2,1
140020,55,,-9,gki,31,1,109,130,-9,-9,120,806,2,1
140020,56,,-9,gki,31,1,71,130,-9,-9,180,221,3,1
140020,57,,-9,gki,31,1,108,130,-9,-9,168,249,2,1
140020,58,,-9,gki,31,1,80,130,-9,-9,150,371,3,1
140020,59,,-9,gki,31,1,180,130,-9,-9,140,495,1,1
140020,60,,-9,gki,31,1,86,130,-9,-9,139,537,3,1
140020,61,,-9,gki,31,1,139,130,-9,-9,131,926,2,1
140020,62,,-9,gki,31,1,113,130,-9,-9,139,1023,2,1
140020,63,,-9,gki,31,1,127,130,-9,-9,143,814,2,1
140020,64,,-9,gki,31,1,137,130,-9,-9,153,627,2,1
140020,65,,-9,gki,31,1,79,130,-9,-9,156,561,4,1
140020,66,,-9,gki,31,1,101,150,-9,-9,165,497,2,1
140020,67,,-9,gki,31,1,86,130,-9,-9,189,406,2,1
140020,68,,-9,gki,31,1,104,130,-9,-9,198,374,2,1
140020,69,,-9,gki,31,1,143,130,-9,-9,204,350,2,1
140020,70,,-9,gki,31,1,77,130,-9,-9,212,496,3,1
140020,71,,-9,gki,31,1,89,130,-9,-9,189,557,3,1
140020,72,,-9,gki,31,1,139,130,-9,-9,160,775,2,1
140020,73,,-9,gki,31,1,141,150,-9,-9,165,983,2,1
140020,74,,-9,gki,31,1,106,130,-9,-9,169,944,2,1
140020,75,,-9,gki,31,1,130,150,-9,-9,186,730,2,1
140020,76,,-9,gki,31,1,114,150,-9,-9,194,703,2,1
140020,77,,-9,gki,31,1,143,130,-9,-9,198,692,2,1
140020,78,,-9,gki,31,1,114,130,-9,-9,206,676,2,1
140020,79,,-9,gki,31,1,151,130,-9,-9,191,885,2,1
140020,80,,-9,gki,31,1,103,150,-9,-9,175,1048,2,1
140020,81,,-9,gki,31,1,123,130,-9,-9,165,1256,2,1
140020,82,,-9,gki,31,1,133,130,-9,-9,190,1156,2,1
140020,83,,-9,gki,31,1,116,130,-9,-9,210,1010,2,1
140020,84,,-9,gki,31,1,154,130,-9,-9,213,968,2,1
140020,85,,-9,gki,31,1,125,130,-9,-9,235,1183,2,1
140020,86,,-9,gki,31,1,116,130,-9,-9,239,1193,2,1
140020,87,,-9,gki,31,1,135,130,-9,-9,262,1181,2,1
140020,88,,-9,gki,31,1,105,130,-9,-9,233,967,2,1
140020,89,,-9,gki,31,1,102,130,-9,-9,229,968,2,1
140020,90,,-9,gki,31,1,121,130,-9,-9,244,835,2,1
140020,91,,-9,gki,31,1,113,130,-9,-9,254,964,2,1
140020,92,,-9,gki,31,1,100,130,-9,-9,256,987,2,1
140020,93,,-9,gki,31,1,119,130,-9,-9,264,1007,2,1
140020,94,,-9,gki,31,1,115,130,-9,-9,287,1228,2,1
140020,95,,-9,gki,31,1,106,130,-9,-9,239,532,2,1
140020,96,,-9,gki,31,1,131,130,-9,-9,254,601,2,1
140020,97,,-9,gki,31,1,121,130,-9,-9,266,638,2,1
140020,98,,-9,gki,31,1,105,130,-9,-9,271,702,2,1
140020,99,,-9,gki,31,1,119,130,-9,-9,289,948,2,1
140020,100,,-9,gki,31,1,114,130,-9,-9,285,1065,2,1
140020,101,,-9,gki,31,1,124,130,-9,-9,304,1074,2,1
140020,102,,-9,gki,31,1,103,150,-9,-9,294,788,2,1
140020,103,,-9,gki,31,1,70,130,-9,-9,278,560,4,1
140020,104,,-9,gki,31,1,146,130,-9,-9,273,489,2,1
140020,105,,-9,gki,31,1,74,130,-9,-9,269,458,4,1
140020,106,,-9,gki,31,1,98,130,-9,-9,252,369,2,1
140020,107,,-9,gki,31,1,118,130,-9,-9,247,370,2,1
140020,108,,-9,gki,31,1,102,130,-9,-9,242,369,2,1
140020,109,,-9,gki,31,1,78,130,-9,-9,233,364,3,1
140020,110,,-9,gki,31,1,100,130,-9,-9,225,351,2,1
140020,111,,-9,gki,31,1,90,130,-9,-9,253,209,2,1
