bund_nr,labor,labornr,otprobe,utprobe
50032,200,000013138/005_35,30,60
50032,200,000013138/006_36,60,90
50032,200,000013138/002_32,0,5
50032,200,000013138/003_33,5,10
50032,200,000013138/002_32,0,5
50032,100,0812651,0,6
50032,100,0812651,0,6
50032,100,0812651,0,6
50032,100,0812652,6,18
50032,100,0812652,6,18
50032,200,000013138/006_36,60,90
50032,200,000013138/003_33,5,10
50032,200,000013138/003_33,5,10
50032,200,000013138/003_33,5,10
50032,200,000013138/006_36,60,90
50032,100,0812509,5,10
50032,180,vTI50032_10_30,10,30
50032,200,000013138/005_35,30,60
50032,200,000013138/005_35,30,60
50032,200,000013138/005_35,30,60
50032,200,000013138/005_35,30,60
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,100,0812656,80,100
50032,100,0812656,80,100
50032,100,0812651,0,6
50032,100,0812508,0,5
50032,100,0812509,5,10
50032,200,000013138/006_36,60,90
50032,200,000013138/006_36,60,90
50032,200,000013138/003_33,5,10
50032,100,0812656,80,100
50032,100,0812653,18,30
50032,100,0812508,0,5
50032,100,0812508,0,5
50032,100,0812509,5,10
50032,200,000013138/003_33,5,10
50032,200,000013138/003_33,5,10
50032,200,000013138/003_33,5,10
50032,200,000013138/002_32,0,5
50032,200,000013138/002_32,0,5
50032,100,0812656,80,100
50032,100,0812651,0,6
50032,100,0812652,6,18
50032,180,vTI50032_30_60,30,60
50032,200,000013138/003_33,5,10
50033,100,0812744,10,35
50033,200,000012196/047_36,60,90
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,100,0812745,35,55
50033,200,000012196/047_36,60,90
50033,100,0812570,0,5
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,200,000012196/046_35,30,60
50033,200,000012196/043_32,0,5
50033,200,000012196/046_35,30,60
50033,200,000012196/044_33,5,10
50033,100,0812745,35,55
50033,100,0812745,35,55
50033,200,000012196/046_35,30,60
50033,100,0812571,5,10
50033,100,0812571,5,10
50033,100,0812571,5,10
50033,100,0812742,0,5
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,200,000012196/046_35,30,60
50033,100,0812746,55,140
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,100,0812571,5,10
50033,200,000012196/046_35,30,60
50033,200,000012196/045_34,10,30
50033,200,000012196/045_34,10,30
50033,100,0812570,0,5
50033,100,0812746,55,140
50033,100,0812745,35,55
50033,180,vTI50033_0_1,0,1
50033,180,vTI50033_10_30,10,30
50033,180,vTI50033_5_10,5,10
50033,180,vTI50033_1_5,1,5
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,100,0812745,35,55
50033,100,0812745,35,55
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,200,000012196/045_34,10,30
50033,200,000012196/047_36,60,90
50033,200,000012196/045_34,10,30
50033,200,000012196/045_34,10,30
50033,200,000012196/043_32,0,5
50033,100,0812570,0,5
50033,100,0812570,0,5
50033,100,0812745,35,55
50033,100,0812744,10,35
50033,100,0812744,10,35
50033,100,0812743,5,10
50033,200,000012196/047_36,60,90
50033,200,000012196/043_32,0,5
50033,100,0812745,35,55
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,100,0812571,5,10
50033,200,000012196/047_36,60,90
50033,200,000012196/044_33,5,10
50033,180,vTI50033_60_90,60,90
50033,200,000012196/045_34,10,30
50033,200,000012196/043_32,0,5
50033,100,0812744,10,35
50033,100,0812744,10,35
50033,100,0812743,5,10
50033,100,0812742,0,5
50033,100,0812745,35,55
50033,100,0812745,35,55
50033,100,0812746,55,140
50033,100,0812744,10,35
50033,100,0812746,55,140
50033,100,0812744,10,35
50033,100,0812744,10,35
50033,100,0812744,10,35
50033,100,0812746,55,140
50033,100,0812746,55,140
50033,100,0812743,5,10
50033,100,0812746,55,140
50033,100,0812743,5,10
50033,100,0812743,5,10
50033,100,0812745,35,55
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,200,000012196/047_36,60,90
50033,100,0812742,0,5
50033,100,0812745,35,55
50033,200,000012196/047_36,60,90
50033,200,000012196/047_36,60,90
50033,200,000012196/046_35,30,60
50033,100,0812742,0,5
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,200,000012196/046_35,30,60
50033,100,0812742,0,5
50033,100,0812744,10,35
50033,100,0812744,10,35
50033,180,vTI50033_140_200,140,200
50033,180,vTI50033_30_60,30,60
50033,100,0812745,35,55
50033,100,0812744,10,35
50033,100,0812743,5,10
50033,100,0812743,5,10
50033,100,0812743,5,10
50033,100,0812743,5,10
50033,200,000012196/045_34,10,30
50033,200,000012196/044_33,5,10
50033,200,000012196/046_35,30,60
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,100,0812570,0,5
50033,100,0812571,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/045_34,10,30
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,100,0812571,5,10
50033,200,000012196/046_35,30,60
50033,200,000012196/045_34,10,30
50033,200,000012196/044_33,5,10
50033,200,000012196/047_36,60,90
50033,200,000012196/047_36,60,90
50033,100,0812742,0,5
50033,100,0812742,0,5
50033,100,0812742,0,5
50033,200,000012196/047_36,60,90
50033,100,0812570,0,5
50033,100,0812570,0,5
50033,200,000012196/047_36,60,90
50033,200,000012196/047_36,60,90
50033,200,000012196/047_36,60,90
50033,200,000012196/047_36,60,90
50033,200,000012196/044_33,5,10
50033,100,0812571,5,10
50033,200,000012196/043_32,0,5
50033,200,000012196/047_36,60,90
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,180,vTI50033_140_200,140,200
50033,180,vTI50033_30_60,30,60
50033,200,000012196/046_35,30,60
50033,200,000012196/047_36,60,90
50033,100,0812742,0,5
50033,100,0812743,5,10
50033,100,0812742,0,5
50033,100,0812746,55,140
50033,100,0812746,55,140
50033,200,000012196/043_32,0,5
50033,100,0812746,55,140
50033,200,000012196/044_33,5,10
50033,100,0812570,0,5
50033,100,0812746,55,140
50033,100,0812742,0,5
50033,100,0812743,5,10
50033,100,0812743,5,10
50033,100,0812744,10,35
50033,100,0812745,35,55
50033,200,000012196/047_36,60,90
50033,200,000012196/045_34,10,30
50033,200,000012196/047_36,60,90
50033,200,000012196/047_36,60,90
50033,200,000012196/044_33,5,10
50033,200,000012196/045_34,10,30
50033,200,000012196/045_34,10,30
50033,200,000012196/046_35,30,60
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/044_33,5,10
50033,100,0812746,55,140
50033,180,vTI50033_90_140,90,140
50033,180,vTI50033_1_5,1,5
50033,180,vTI50033_0_1,0,1
50033,100,0812742,0,5
50033,180,vTI50033_10_30,10,30
50033,180,vTI50033_5_10,5,10
50033,100,0812743,5,10
50033,100,0812743,5,10
50033,100,0812743,5,10
50033,100,0812746,55,140
50033,200,000012196/043_32,0,5
50033,200,000012196/046_35,30,60
50033,200,000012196/047_36,60,90
50033,200,000012196/043_32,0,5
50033,200,000012196/047_36,60,90
50033,100,0812744,10,35
50033,100,0812570,0,5
50033,100,0812744,10,35
50033,100,0812743,5,10
50033,200,000012196/043_32,0,5
50033,100,0812570,0,5
50033,100,0812742,0,5
50033,100,0812742,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/047_36,60,90
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,200,000012196/043_32,0,5
50033,100,0812570,0,5
50033,100,0812570,0,5
50033,100,0812571,5,10
50033,100,0812571,5,10
50033,100,0812744,10,35
50033,200,000012196/046_35,30,60
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/044_33,5,10
50033,100,0812742,0,5
50033,200,000012196/047_36,60,90
50033,180,vTI50033_60_90,60,90
50033,200,000012196/047_36,60,90
50033,200,000012196/047_36,60,90
50033,200,000012196/045_34,10,30
50033,200,000012196/045_34,10,30
50033,200,000012196/044_33,5,10
50033,200,000012196/043_32,0,5
50033,100,0812746,55,140
50033,100,0812746,55,140
50033,180,vTI50033_90_140,90,140
50033,200,000012196/047_36,60,90
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,200,000012196/046_35,30,60
50033,100,0812570,0,5
50033,100,0812745,35,55
50033,100,0812746,55,140
50033,200,000012196/045_34,10,30
50033,200,000012196/047_36,60,90
50033,200,000012196/044_33,5,10
50033,100,0812742,0,5
50033,200,000012196/043_32,0,5
50033,200,000012196/046_35,30,60
50033,100,0812570,0,5
50033,100,0812571,5,10
50033,200,000012196/046_35,30,60
50033,100,0812571,5,10
50033,100,0812571,5,10
50033,200,000012196/046_35,30,60
50033,100,0812570,0,5
50033,200,000012196/045_34,10,30
50033,200,000012196/044_33,5,10
50033,200,000012196/047_36,60,90
50033,100,0812745,35,55
50033,200,000012196/047_36,60,90
50033,100,0812571,5,10
50033,100,0812570,0,5
50033,100,0812571,5,10
50033,200,000012196/044_33,5,10
50033,200,000012196/044_33,5,10
50033,100,0812571,5,10
50034,100,0812464,0,5
50034,200,000012779/044_37,60,90
50034,200,000012779/043_36,30,60
50034,200,000012779/041_34,5,10
50034,180,vTI50034_60_90,60,90
50034,100,0812465,5,10
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/042_35,10,30
50034,200,000012779/041_34,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/040_33,0,5
50034,200,000012779/041_34,5,10
50034,200,000012779/044_37,60,90
50034,200,000012779/042_35,10,30
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,180,vTI50034_5_10,5,10
50034,100,0812465,5,10
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,180,vTI50034_30_60,30,60
50034,200,000012779/040_33,0,5
50034,100,0812464,0,5
50034,100,0812464,0,5
50034,200,000012779/043_36,30,60
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/041_34,5,10
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/043_36,30,60
50034,200,000012779/042_35,10,30
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/040_33,0,5
50034,200,000012779/041_34,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/042_35,10,30
50034,200,000012779/043_36,30,60
50034,200,000012779/042_35,10,30
50034,100,0812465,5,10
50034,200,000012779/044_37,60,90
50034,200,000012779/042_35,10,30
50034,200,000012779/041_34,5,10
50034,200,000012779/043_36,30,60
50034,200,000012779/042_35,10,30
50034,200,000012779/041_34,5,10
50034,200,000012779/040_33,0,5
50034,200,000012779/041_34,5,10
50034,200,000012779/040_33,0,5
50034,200,000012779/042_35,10,30
50034,100,0812464,0,5
50034,100,0812464,0,5
50034,180,vTI50034_0_5,0,5
50034,200,000012779/043_36,30,60
50034,200,000012779/044_37,60,90
50034,180,vTI50034_90_140,90,140
50034,100,0812464,0,5
50034,100,0812465,5,10
50034,200,000012779/040_33,0,5
50034,100,0812464,0,5
50034,200,000012779/041_34,5,10
50034,200,000012779/043_36,30,60
50034,200,000012779/041_34,5,10
50034,180,vTI50034_5_10,5,10
50034,100,0812464,0,5
50034,200,000012779/043_36,30,60
50034,100,0812465,5,10
50034,200,000012779/044_37,60,90
50034,200,000012779/040_33,0,5
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/040_33,0,5
50034,100,0812464,0,5
50034,100,0812464,0,5
50034,200,000012779/044_37,60,90
50034,200,000012779/041_34,5,10
50034,100,0812465,5,10
50034,200,000012779/044_37,60,90
50034,200,000012779/040_33,0,5
50034,100,0812464,0,5
50034,200,000012779/040_33,0,5
50034,100,0812465,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/044_37,60,90
50034,200,000012779/040_33,0,5
50034,100,0812465,5,10
50034,200,000012779/043_36,30,60
50034,200,000012779/041_34,5,10
50034,100,0812465,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/040_33,0,5
50034,180,vTI50034_10_30,10,30
50034,100,0812465,5,10
50034,200,000012779/041_34,5,10
50034,100,0812464,0,5
50034,200,000012779/044_37,60,90
50034,200,000012779/042_35,10,30
50034,200,000012779/044_37,60,90
50034,200,000012779/043_36,30,60
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,180,vTI50034_0_5,0,5
50034,200,000012779/041_34,5,10
50034,100,0812464,0,5
50034,100,0812465,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/041_34,5,10
50034,200,000012779/044_37,60,90
50034,200,000012779/041_34,5,10
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/042_35,10,30
50034,200,000012779/042_35,10,30
50034,200,000012779/043_36,30,60
50034,100,0812464,0,5
50034,200,000012779/043_36,30,60
50034,200,000012779/042_35,10,30
50034,100,0812465,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/042_35,10,30
50034,200,000012779/042_35,10,30
50034,200,000012779/043_36,30,60
50034,200,000012779/044_37,60,90
50034,200,000012779/041_34,5,10
50034,180,vTI50034_30_60,30,60
50034,200,000012779/042_35,10,30
50034,200,000012779/042_35,10,30
50034,200,000012779/040_33,0,5
50034,200,000012779/041_34,5,10
50034,100,0812464,0,5
50034,100,0812465,5,10
50034,100,0812465,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/043_36,30,60
50034,200,000012779/041_34,5,10
50034,200,000012779/041_34,5,10
50034,180,vTI50034_10_30,10,30
50034,200,000012779/043_36,30,60
50034,200,000012779/044_37,60,90
50034,200,000012779/044_37,60,90
50034,200,000012779/041_34,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/041_34,5,10
50034,100,0812465,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/040_33,0,5
50034,200,000012779/040_33,0,5
50034,200,000012779/044_37,60,90
50034,100,0812465,5,10
50034,200,000012779/043_36,30,60
50034,200,000012779/041_34,5,10
50034,200,000012779/042_35,10,30
50034,180,vTI50034_60_90,60,90
50034,200,000012779/041_34,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/042_35,10,30
50034,200,000012779/044_37,60,90
50034,200,000012779/040_33,0,5
50034,200,000012779/041_34,5,10
50034,200,000012779/041_34,5,10
50034,200,000012779/040_33,0,5
50034,100,0812464,0,5
50034,180,vTI50034_90_140,90,140
50034,200,000012779/041_34,5,10
50035,100,0812375,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/044_34,10,30
50035,200,000013206/043_33,5,10
50035,180,vTI50035_10_30,10,30
50035,180,vTI50035_0_1,0,1
50035,100,0812375,5,10
50035,100,0812375,5,10
50035,100,0812375,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/044_34,10,30
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,100,0812375,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/042_32,0,5
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/042_32,0,5
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,100,0812374,0,5
50035,100,0812374,0,5
50035,100,0812374,0,5
50035,100,0812374,0,5
50035,180,vTI50035_30_60,30,60
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/042_32,0,5
50035,200,000013206/046_36,60,90
50035,100,0812374,0,5
50035,200,000013206/043_33,5,10
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/044_34,10,30
50035,200,000013206/044_34,10,30
50035,200,000013206/043_33,5,10
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,100,0812375,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/042_32,0,5
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/042_32,0,5
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,100,0812374,0,5
50035,100,0812375,5,10
50035,200,000013206/046_36,60,90
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/045_35,30,60
50035,200,000013206/043_33,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,100,0812374,0,5
50035,100,0812374,0,5
50035,100,0812375,5,10
50035,180,vTI50035_90_140,90,140
50035,200,000013206/043_33,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/043_33,5,10
50035,200,000013206/046_36,60,90
50035,100,0812374,0,5
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/044_34,10,30
50035,180,vTI50035_1_5,1,5
50035,180,vTI50035_60_90,60,90
50035,200,000013206/044_34,10,30
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,180,vTI50035_30_60,30,60
50035,180,vTI50035_140_200,140,200
50035,180,vTI50035_5_10,5,10
50035,100,0812375,5,10
50035,100,0812375,5,10
50035,100,0812375,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/044_34,10,30
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/044_34,10,30
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/044_34,10,30
50035,180,vTI50035_1_5,1,5
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,180,vTI50035_60_90,60,90
50035,100,0812375,5,10
50035,200,000013206/042_32,0,5
50035,200,000013206/046_36,60,90
50035,200,000013206/045_35,30,60
50035,180,vTI50035_90_140,90,140
50035,100,0812374,0,5
50035,100,0812375,5,10
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,100,0812374,0,5
50035,180,vTI50035_10_30,10,30
50035,180,vTI50035_0_1,0,1
50035,100,0812374,0,5
50035,180,vTI50035_140_200,140,200
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/046_36,60,90
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,200,000013206/042_32,0,5
50035,100,0812374,0,5
50035,100,0812374,0,5
50035,200,000013206/045_35,30,60
50035,200,000013206/045_35,30,60
50035,200,000013206/043_33,5,10
50035,180,vTI50035_5_10,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/045_35,30,60
50035,200,000013206/042_32,0,5
50035,200,000013206/043_33,5,10
50035,100,0812375,5,10
50035,100,0812374,0,5
50035,100,0812374,0,5
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/044_34,10,30
50035,200,000013206/045_35,30,60
50035,200,000013206/042_32,0,5
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,200,000013206/043_33,5,10
50035,100,0812375,5,10
50035,100,0812375,5,10
50035,200,000013206/046_36,60,90
50036,100,0812471,5,10
50036,200,000012782/016_35,10,30
50036,180,vTI50036_10_30,10,30
50036,200,000012782/014_33,0,5
50036,200,000012782/015_34,5,10
50036,200,000012782/017_36,30,60
50036,200,000012782/016_35,10,30
50036,200,000012782/015_34,5,10
50036,200,000012782/014_33,0,5
50036,200,000012782/014_33,0,5
50036,200,000012782/014_33,0,5
50036,200,000012782/014_33,0,5
50036,100,0812471,5,10
50036,200,000012782/015_34,5,10
50036,200,000012782/015_34,5,10
50036,200,000012782/016_35,10,30
50036,100,0812470,0,5
50036,200,000012782/014_33,0,5
50036,200,000012782/014_33,0,5
50036,200,000012782/014_33,0,5
50036,200,000012782/014_33,0,5
50036,100,0812470,0,5
50036,200,000012782/014_33,0,5
50036,100,0812470,0,5
50036,100,0812471,5,10
50036,100,0812471,5,10
50036,200,000012782/014_33,0,5
50036,200,000012782/017_36,30,60
50036,200,000012782/015_34,5,10
50036,200,000012782/016_35,10,30
50036,200,000012782/016_35,10,30
50036,200,000012782/018_37,60,90
50036,200,000012782/015_34,5,10
50036,200,000012782/015_34,5,10
50036,200,000012782/015_34,5,10
50036,200,000012782/015_34,5,10
50036,200,000012782/014_33,0,5
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/015_34,5,10
50036,200,000012782/014_33,0,5
50036,200,000012782/017_36,30,60
50036,200,000012782/016_35,10,30
50036,200,000012782/016_35,10,30
50036,200,000012782/016_35,10,30
50036,200,000012782/014_33,0,5
50036,200,000012782/016_35,10,30
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/015_34,5,10
50036,200,000012782/015_34,5,10
50036,180,vTI50036_0_5,0,5
50036,200,000012782/015_34,5,10
50036,200,000012782/014_33,0,5
50036,100,0812471,5,10
50036,100,0812471,5,10
50036,200,000012782/014_33,0,5
50036,100,0812471,5,10
50036,200,000012782/018_37,60,90
50036,180,vTI50036_5_10,5,10
50036,200,000012782/017_36,30,60
50036,200,000012782/015_34,5,10
50036,200,000012782/014_33,0,5
50036,200,000012782/017_36,30,60
50036,200,000012782/016_35,10,30
50036,200,000012782/016_35,10,30
50036,200,000012782/016_35,10,30
50036,100,0812471,5,10
50036,200,000012782/015_34,5,10
50036,200,000012782/015_34,5,10
50036,100,0812470,0,5
50036,100,0812470,0,5
50036,200,000012782/014_33,0,5
50036,200,000012782/016_35,10,30
50036,200,000012782/018_37,60,90
50036,200,000012782/015_34,5,10
50036,200,000012782/018_37,60,90
50036,200,000012782/018_37,60,90
50036,200,000012782/015_34,5,10
50036,100,0812470,0,5
50036,200,000012782/015_34,5,10
50036,200,000012782/018_37,60,90
50036,200,000012782/018_37,60,90
50036,200,000012782/018_37,60,90
50036,200,000012782/015_34,5,10
50036,200,000012782/018_37,60,90
50036,200,000012782/018_37,60,90
50036,200,000012782/014_33,0,5
50036,200,000012782/014_33,0,5
50036,200,000012782/018_37,60,90
50036,200,000012782/014_33,0,5
50036,200,000012782/014_33,0,5
50036,200,000012782/018_37,60,90
50036,200,000012782/018_37,60,90
50036,100,0812470,0,5
50036,100,0812471,5,10
50036,200,000012782/015_34,5,10
50036,200,000012782/015_34,5,10
50036,100,0812471,5,10
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/018_37,60,90
50036,200,000012782/018_37,60,90
50036,200,000012782/018_37,60,90
50036,200,000012782/016_35,10,30
50036,200,000012782/018_37,60,90
50036,200,000012782/015_34,5,10
50036,200,000012782/016_35,10,30
50036,200,000012782/016_35,10,30
50036,200,000012782/015_34,5,10
50036,200,000012782/015_34,5,10
50036,200,000012782/014_33,0,5
50036,180,vTI50036_30_60,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/014_33,0,5
50036,200,000012782/018_37,60,90
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
50036,200,000012782/017_36,30,60
