id,kurz,lang,gueltig_ab,gueltig_bis
jla,JLa,Japanische Laerche,1986-12-31,
fi,Fi,Fichte,,1899-12-31
gfi,GFi,Gewoehnliche Fichte,1986-12-31,
sfi,SFi,Sitka-Fichte,1986-12-31,
ki,Ki,Kiefer,,2008-12-31
ski,SKi,Schwarz-Kiefer,1989-12-31,
gki,GKi,Gewoehnliche Kiefer,1986-12-31,
dgl,Dgl,Douglasie,1986-12-31,
kib,KiB,Bankskiefer,,
bki,BKi,Bergkiefer,2005-12-31,
szy,SZy,Scheinzypresse,,
sta,STa,Silbertanne,,
dki,DKi,Drehkiefer,,
eta,ETa,Edeltanne,2005-12-31,
eib,Eib,Eibe,,
hta,HTa,Hemlocktanne,2004-12-31,
hlä,HLä,Hybridlaerche,,
jlä,JLä,Japantanne,,
le,Le,Lebensbaum,2007-12-31,
lta,LTa,Lowes Tanne,,
mes,Mes,Urweltmammutbaum,,
nta,NTa,Nordmannstanne,2004-12-31,
ofi,OFi,Omorika Fichte,,
pki,PKi,Pechkiefer,,
pta,PTa,Purpurtanne,,
rzy,RZy,Rauchzypresse,,
rfi,RFi,Rotfichte,,1899-12-31
se,Se,Riesenmammutbaum,,
tas,TaS,Sicheltanne,,
fis,FiS,Stechfichte,,
str,Str,Strobe,1986-12-31,
slä,SLä,Sumpflaerche,,1899-12-31
vta,VTa,Veits Tanne,,
wfi,WFi,Weißfichte,,
zki,ZKi,Zirbelkiefer,2016-12-31,
snd,sNd,sonstige Nadelbaeume,1986-12-31,
swa,SWa,Stinkende Wacholder,,
kfi,KFi,Kaukasus-Fichte,,
lze,LZe,Libanon-Zeder,,
cta,CTa,Kilikische Tanne,,
gwa,GWa,Gemeiner Wacholder,,
fra,FrA,Französische Ahorn,,
sba,SbA,Schneeball-Ahorn,,
kap,KAp,Kulturapfel,,
kbi,KBi,Kulturbirne,,
her,HEr,Herzblättrige Erle,,
öeb,ÖEb,Östliche Erdbeerbaum,,
web,WEb,Westlicher Erdbeerbaum,,
obu,OBu,Orient-Buche,,
bsl,BSl,Breitblättrige Steinlinde,,
wpi,WPi,Wilde Pistazie,,
eri,Eri,Erikagewächs Strauch,,
ewa,EWa,Griechischer Wacholder,,
owa,OWa,Stech-Wacholder,,
pwa,PWa,Phönizische Wacholder,,
saw,SaW,Stink-Wacholder/Sadebaum,,
twa,TWa,Spanischer Wacholder,,
hzw,HZw,Hauszwetschge,2020-05-06,
gbu,GBu,Gewöhnliche Buchsbaum,2020-01-01,
ohb,Ohb,Orientalische Hainbuche,2020-01-01,
han,HaN,Haselnussstrauch,2020-01-01,
euk,Euk,Eukalypten,2020-01-01,
fam,FaM,? Fagus moesiaca,2020-01-01,
sbe,SbE,Schmalblättrige Esche,2020-01-01,
mae,MaE,Manna-Esche,2020-01-01,
est,ESt,Europäische Stechpalme,2020-01-01,
eoe,EOe,Echtem Ölbaum,2020-01-01,
hob,HoB,Hopfenbuche,2020-01-01,
opl,OPl,Orientalische Platane,2020-01-01,
mab,MaB,Mandelbaum,2020-01-01,
ste,StE,Stech-/Kermes-Eiche,2020-01-01,
poe,PoE,Portugiesische-/Zen-Eiche,2020-01-01,
une,UnE,Ungarische Eiche,2020-01-01,
gae,GaE,Gallen-/Färber-Eiche,2020-01-01,
see,SeE,Steineiche,2020-01-01,
vae,VaE,Valonia Eiche,2020-01-01,
fle,FlE,Flaumeiche,2020-01-01,
pye,PyE,Pyrenäen-Eiche,2020-01-01,
sie,SiE,Steineiche,2020-01-01,
koe,KoE,Korkeiche,2020-01-01,
mze,MzE,Mazedonische Eiche,2020-01-01,
aaw,AaW,Asch-Weide,2020-01-01,
law,LaW,Lavendel-Weide,2020-01-01,
aft,AfT,Afrikanische Tamariske,2020-01-01,
jbb,Jbb,Johannisbrotbaum,2020-01-01,
gjb,GJb,Gewöhnliche Judasbaum,2020-01-01,
bhe,BHe,Baumheide,2020-01-01,
she,SHe,Spanische Besen-Heide,2020-01-01,
elo,ELo,Echte Lorbeer,2020-01-01,
gmy,GMy,Gemeine Myrte,2020-01-01,
ssl,SSL,Steinlinde,2020-01-01,
tpi,TPi,Terpentin-Pistazie,2020-01-01,
swd,SWd,Schwarzer Weißdorn,2020-01-01,
skd,SKd,Stechpalmen-Kreuzdorn,2020-01-01,
fjb,FjB,Fjellbirke,2020-01-01,
kas,KaS,Kanarische Stechpalme,2020-01-01,
azl,AzL,Azoren-Lorbeer,2020-01-01,
gab,GaB,Gagelbaum,2020-01-01,
zae,ZAE,Zentralanatolische Eichen,2020-01-01,
bta,BTa,Bulgarische Tanne,2020-01-01,
gta,GTa,Griechische Tanne,2020-01-01,
spt,SpT,Spanische Tanne,2020-01-01,
atz,AtZ,Atlas-Zeder,2020-01-01,
hiz,HiZ,Himalaya-Zeder,2020-01-01,
wze,WZe,Weiße Zeder,2020-01-01,
mzy,MZy,Mittelmeerzypresse,2020-01-01,
kki,KKi,Kalabrische Kiefer,2020-01-01,
kak,KaK,Kanarische Kiefer,2020-01-01,
aki,AKi,Aleppo-Kiefer,2020-01-01,
sck,ScK,Schlangenhaut-Kiefer,2020-01-01,
shk,ShK,Schlangenhaut-Kiefer,2020-01-01,2021-01-01
sek,SeK,See-Kiefer,2020-01-01,
isk,ISK,Italienische Steinkiefer,2020-01-01,
mok,MoK,Monterey-Kiefer,2020-01-01,
zyz,ZyZ,Zypern-Zeder,2020-01-01,
hei,Hei,Hartwiss-Eiche,2020-01-01,
kei,KEi,Kasnak-Eiche,2020-01-01,
aei,AEi,Aleppo-Eiche,2020-01-01,
pei,PEi,Persische Eiche,2020-01-01,
lei,LEi,Libanon-Eiche,2020-01-01,
bei,BEi,Brant'sche Eiche,2020-01-01,
mei,MEi,Mount Tabor-Eiche,2020-01-01,
aue,AuE,Auchers Eiche,2020-01-01,
are,ArE,Armenische Eiche,2020-01-01,
eah,EAh,Eschen-Ahorn / Eschenblättriger Ahorn,2021-01-01,
sca,ScA,Schneeball-Ahorn / Schneeballblättriger Ahorn,2021-01-01,
sia,SiA,Silber-Ahorn,2021-01-01,
tsa,TSA,Tatarische Steppen-Ahorn,2021-01-01,
göb,GöB,Götterbaum,2021-01-01,
pmb,PMB, Papiermaulbeerbaum,2021-01-01,
shi,SHi,Schindelborkige Hickorynuss / Schuppenrinden-Hickorynus,2021-01-01,
bha,BHa,"Baum-Hasel, auch Tärkische Hasel",2021-01-01,
zgw,ZgW, Zweigriffelige Weißdorn,2021-01-01,
agr,AGR,Alpen-Goldregen,2021-01-01,
ggr,GGR,Gewöhnlicher Goldregen,2021-01-01,
bgb,BGB,Blauglockenbaum,2021-01-01,
pet,PET,Petterie,2021-01-01,
bst,BSt,Breitblättrige Steinlinde,2021-01-01,
ruk,RuK,"Rumelische Kiefer, Mazedonische Kiefer oder Balkankiefe",2021-01-01,
täk,TäK,Tränenkiefer,2021-01-01,
apl,APl,"Ahornblättrige Platane/Bastard-Platane, Gewöhnliche Pla",2021-01-01,
ksp,KSP,Kanadische Schwarz-Pappel oder Rosenkranz-Pappel,2021-01-01,
lok,LoK,Lorbeerkirsche/Pontische Lorbeer-Kirsche und Kirschlorb,2021-01-01,
stw,StW,"Steinweichsel, Felsen-oder Weichselkirsche",2021-01-01,
scd,ScD,"Schlehdorn, Schwarzdorn",2021-01-01,
gbe,GbE,Gestieltblätige Eiche,2021-01-01,
puw,PuW,Purpurweide / Bachweide,2021-01-01,
maw,MaW,Mandelweide,2021-01-01,
kow,KoW,Korb-Weide / Hanf-Weide,2021-01-01,
ömb,ÖMb,"Ostalpen-Mehlbeere, Alpen-Mehlbeere und Alpen-Oxelbirne",2021-01-01,
sot,SoT,Sommertamariske,2021-01-01,
esz,ESZ,Echte Sumpfzypresse,2021-01-01,
sil,SiL,Silber-Linde,2021-01-01,
hlt,HLT,Kanadische Hemlocktanne / Kanadische Schierlingstanne,2021-01-01,
fue,FUE,Flatterulme / Flatterrüster,2021-01-01,2021-01-01
feu,FeU,Feldulme / Iper,2021-01-01,
