bund_nr,alter,bhd_hoehe,alter_methode,hoehe,kransatz,kraft,lfd_nr,schi,baumkennzahl,bart,zwiesel,bhd,hori,d_mess,azi
140022,59,130,1,224,117,2,18,1,-9,sbi,,,444,282,180
140022,25,130,1,85,45,-9,19,2,-9,vbe,,,231,72,201
140022,59,130,1,198,119,3,20,1,-9,sbi,,,383,226,208
140022,59,130,1,,,2,21,1,-9,sbi,,,1005,289,228
140022,35,130,1,107,54,-9,22,2,-9,vbe,,,960,138,236
140022,59,130,1,,,2,23,1,-9,sbi,,,792,289,268
140022,59,130,1,,,2,24,1,-9,sbi,,,1144,262,273
140022,59,130,1,,,3,25,1,-9,sbi,,,1109,230,281
140022,59,130,1,,,2,26,1,-9,sbi,,,1675,328,283
140022,35,130,1,80,55,-9,27,2,-9,vbe,,,809,111,294
140022,57,130,1,119,72,4,28,1,-9,sei,,,265,144,280
140022,57,130,1,,,4,29,1,-9,sei,,,542,135,312
140022,59,130,1,,,2,30,1,-9,sbi,,,616,344,313
140022,59,130,1,,,2,31,1,-9,sbi,,,1203,293,314
140022,57,130,1,188,79,2,32,1,-9,sei,,,1010,279,338
140022,59,130,1,198,114,2,33,1,-9,sbi,,,1499,366,349
140022,57,130,1,,,4,34,1,-9,sei,,,1142,195,371
140022,59,130,1,,,3,35,1,-9,sbi,,,659,198,361
140022,59,130,1,,,2,36,1,-9,sbi,,,728,246,377
140022,59,130,1,,,2,37,1,-9,sbi,,,842,261,381
140022,35,130,1,84,47,-9,38,2,-9,vbe,,,339,86,393
140022,59,150,1,,,2,39,1,-9,sbi,,,1084,331,27
140023,116,130,5,221,115,2,1,1,-9,ei,,,590,362,120
140023,36,130,5,,,4,2,1,-9,hbu,,,1205,220,123
140023,86,130,5,223,132,3,3,1,-9,sah,,,1212,230,136
140023,46,130,5,137,61,4,4,1,-9,hbu,,,513,127,151
140023,116,130,5,240,123,1,5,1,-9,ei,,,402,496,180
140023,116,130,5,215,62,3,6,1,-9,hbu,,,869,320,194
140023,116,130,5,256,112,1,7,1,-9,hbu,,,1451,391,202
140023,116,130,5,259,90,1,8,1,-9,hbu,,,1168,465,229
140023,96,130,5,272,146,1,9,1,-9,bah,,,1665,449,241
140023,116,130,5,,,3,10,1,-9,hbu,,,1096,303,273
140023,116,130,5,,,2,11,1,-9,hbu,,,819,326,257
140023,96,130,5,184,132,3,12,1,-9,ei,,,585,210,230
140023,116,130,5,185,63,3,13,1,-9,hbu,,,205,208,273
140023,116,130,5,210,82,2,14,1,-9,ei,,,350,342,283
140023,46,130,5,147,62,4,15,1,-9,sah,,,1186,144,314
140023,96,130,5,226,110,2,16,1,-9,ges,,,1314,401,316
140023,116,130,5,,,2,17,1,-9,ei,,,690,383,399
140023,116,130,5,,,1,18,1,-9,ei,,,482,479,28
140023,96,130,5,133,67,4,19,1,-9,rka,,,817,191,44
140023,96,130,5,143,82,4,20,1,-9,rka,,,812,232,45
140023,116,130,5,180,102,3,21,1,-9,ei,,,1046,297,41
140023,116,130,5,,,3,22,1,-9,ei,,,1235,317,14
140023,116,130,5,,,3,23,1,-9,ei,,,1148,277,36
140023,161,100,5,177,56,3,25,1,-9,rka,,,1873,840,34
140023,116,130,5,153,78,4,26,1,-9,rka,,,1669,399,48
140023,116,130,5,211,85,2,27,1,-9,hbu,,,936,294,98
140024,45,130,1,195,133,2,1,1,-9,gki,,,138,207,203
140024,45,130,1,,,2,2,1,-9,gki,,,250,207,253
140024,45,130,1,188,144,2,3,1,-9,gki,,,808,186,224
140024,45,130,1,,,2,4,1,-9,gki,,,1070,223,209
140024,45,130,1,,,2,5,1,-9,gki,,,899,220,232
140024,45,150,1,,,3,6,1,-9,gki,,,1253,174,242
140024,45,130,1,,,2,7,1,-9,gki,,,1081,235,261
140024,45,130,1,,,3,8,1,-9,gki,,,743,198,246
140024,45,130,1,,,2,9,1,-9,gki,,,595,247,268
140024,45,130,1,,,2,10,1,-9,gki,,,1211,282,276
140024,45,130,1,82,41,4,11,1,-9,tei,,,1120,110,280
140024,45,130,1,185,125,2,12,1,-9,gki,,,1199,273,284
140024,45,130,1,,,3,13,1,-9,gki,,,980,209,292
140024,45,130,1,,,3,14,1,-9,gki,,,302,171,332
140024,45,130,1,,,2,15,1,-9,gki,,,400,182,374
140024,45,130,1,,,3,16,1,-9,gki,,,525,179,346
140024,45,130,1,,,2,17,1,-9,gki,,,593,174,360
140024,45,130,1,,,2,18,1,-9,gki,,,1040,206,318
140024,45,130,1,182,89,2,19,1,-9,gki,,,1232,332,313
140024,45,130,1,,,2,20,1,-9,gki,,,1045,195,328
140024,45,130,1,,,2,21,1,-9,gki,,,1268,307,334
140024,45,130,1,,,2,22,1,-9,gki,,,1022,239,344
140024,45,130,1,,,2,23,1,-9,gki,,,1120,218,354
140024,45,130,1,199,39,2,24,1,-9,gki,,,1537,353,344
140024,45,130,1,164,129,4,25,1,-9,gki,,,1129,144,386
140024,45,130,1,,,2,26,1,-9,gki,,,1120,275,394
140024,45,130,1,,,3,27,1,-9,gki,,,749,178,393
140024,45,130,1,,,2,28,1,-9,gki,,,517,199,397
140024,45,130,1,,,3,29,1,-9,gki,,,618,184,28
140024,45,130,1,,,3,30,1,-9,gki,,,540,145,41
140024,45,130,1,,,2,31,1,-9,gki,,,947,216,10
140024,45,130,1,,,2,32,1,-9,gki,,,1077,239,32
140024,45,130,1,,,2,33,1,-9,gki,,,1147,227,51
140024,45,130,1,,,2,34,1,-9,gki,,,1110,209,72
140024,45,130,1,,,2,35,1,-9,gki,,,896,204,65
140024,45,130,1,,,2,36,1,-9,gki,,,1202,217,84
140024,45,130,1,,,3,37,1,-9,gki,,,305,181,54
140024,45,130,1,,,2,38,1,-9,gki,,,416,166,67
140024,45,130,1,,,2,39,1,-9,gki,,,544,250,92
140024,45,130,1,,,2,40,1,-9,gki,,,526,214,116
140024,45,130,1,,,2,41,1,-9,gki,,,506,220,137
140024,45,130,1,,,3,42,1,-9,gki,,,788,162,119
140024,45,130,1,,,2,43,1,-9,gki,,,1031,200,114
140024,45,130,1,,,2,44,1,-9,gki,,,1184,170,102
140024,45,130,1,,,3,45,1,-9,gki,,,1122,190,125
140024,45,150,1,,,2,46,1,-9,gki,,,1214,204,134
140024,45,130,1,,,2,47,1,-9,gki,,,844,252,137
140024,45,130,1,,,3,48,1,-9,gki,,,850,165,156
140024,45,130,1,,,4,49,1,-9,gki,,,1104,129,161
140024,45,130,1,,,2,50,1,-9,gki,,,1141,182,166
140024,45,130,1,,,2,51,1,-9,gki,,,928,183,171
140024,45,130,1,,,2,52,1,-9,gki,,,1053,241,186
140024,45,130,1,,,2,53,1,-9,gki,,,529,235,183
140024,45,130,1,,,2,54,1,-9,gki,,,297,215,174
140025,56,130,1,170,118,3,1,1,-9,sbi,,,182,125,114
140025,56,130,1,,,3,2,1,-9,gki,,,1202,175,72
140025,56,130,1,,,4,3,1,-9,gki,,,1174,116,80
140025,56,130,1,,,4,4,1,-9,gki,,,1162,131,83
140025,56,130,1,,,2,5,1,-9,gki,,,1172,230,86
140025,56,130,1,,,2,6,1,-9,gki,,,1175,217,96
140025,56,130,1,,,2,7,1,-9,gki,,,1218,237,109
140025,56,130,1,,,3,8,1,-9,gki,,,1113,160,122
140025,56,130,1,,,2,9,1,-9,gki,,,823,202,103
140025,56,130,1,,,2,10,1,-9,gki,,,853,178,114
140025,56,130,1,,,2,11,1,-9,gki,,,635,235,115
140025,56,130,1,,,4,12,1,-9,gki,,,767,103,134
140025,56,130,1,,,2,13,1,-9,gki,,,998,209,134
140025,56,130,1,,,2,14,1,-9,gki,,,1021,231,151
140025,56,130,1,,,2,15,1,-9,gki,,,1039,245,165
140025,56,130,1,,,2,16,1,-9,gki,,,1081,231,198
140025,56,130,1,,,2,17,1,-9,gki,,,1221,222,209
140025,56,130,1,,,1,18,1,-9,gki,,,695,266,191
140025,56,130,1,190,143,3,19,1,-9,gki,,,409,171,190
140025,56,130,1,137,103,4,20,1,-9,sbi,,,218,95,221
140025,56,130,1,143,39,4,21,1,-9,sbi,,,372,105,221
140025,56,130,1,,,3,22,1,-9,gki,,,658,176,220
140025,56,130,1,,,2,23,1,-9,gki,,,1049,161,228
140025,56,130,1,,,3,24,1,-9,gki,,,999,126,229
140025,56,130,1,,,4,25,1,-9,gki,,,1230,123,251
140025,56,130,1,142,113,4,26,1,-9,gki,,,1178,110,254
140025,56,130,1,,,2,27,1,-9,gki,,,1044,253,249
140025,56,130,1,,,2,28,1,-9,gki,,,1070,235,266
140025,56,130,1,,,4,29,1,-9,gki,,,867,108,268
140025,56,130,1,,,3,30,1,-9,gki,,,698,229,268
140025,56,130,1,,,2,31,1,-9,gki,,,576,245,251
140025,56,130,1,,,3,32,1,-9,gki,,,301,167,291
140025,56,130,1,,,2,33,1,-9,gki,,,827,200,279
140025,56,130,1,,,3,34,1,-9,gki,,,1022,156,288
140025,56,130,1,,,1,35,1,-9,gki,,,1469,324,317
140025,56,130,1,,,2,36,1,-9,gki,,,1052,251,308
140025,56,130,1,,,2,37,1,-9,gki,,,922,238,323
140025,56,130,1,208,122,2,38,1,-9,gki,,,1176,259,342
140025,56,130,1,,,4,39,1,-9,gki,,,1142,149,353
140025,56,130,1,,,4,40,1,-9,gki,,,1046,141,350
140025,56,130,1,216,142,1,41,1,-9,gki,,,808,336,349
140025,56,130,1,,,4,42,1,-9,gki,,,789,124,365
140025,56,130,1,218,145,2,43,1,-9,gki,,,430,237,335
140025,56,130,1,,,2,44,1,-9,gki,,,291,230,357
140025,56,130,1,,,2,45,1,-9,gki,,,415,231,400
140025,56,130,1,,,2,46,1,-9,gki,,,601,253,377
140025,56,130,1,,,3,47,1,-9,gki,,,904,238,382
140025,56,130,1,,,2,48,1,-9,gki,,,1091,275,395
140025,56,130,1,,,3,49,1,-9,gki,,,1206,190,50
140026,108,130,1,237,35,1,1,1,-9,rbu,,,939,605,152
140026,83,130,1,213,85,3,2,1,-9,rbu,,,1706,302,156
140026,108,130,1,226,76,1,3,1,-9,tei,,,1708,479,181
140026,108,130,1,264,66,2,4,1,-9,tei,,,556,429,195
140026,108,130,1,,,3,5,1,-9,tei,,,1570,309,216
140026,108,130,1,,,3,6,1,-9,tei,,,1611,304,231
140026,108,130,1,275,141,2,7,1,-9,rbu,,,1078,465,243
140026,108,130,1,215,85,2,8,1,-9,rbu,,,1049,432,244
140026,36,130,5,72,24,-9,9,2,-9,rbu,,,424,70,225
140026,83,130,1,128,33,4,10,1,-9,rbu,,,428,199,263
140026,83,130,1,,,4,11,1,-9,tei,,,766,180,274
140026,83,130,1,,,4,12,1,-9,tei,,,1180,124,280
140026,83,130,1,302,165,2,13,1,-9,ges,,,1556,392,305
140026,83,130,1,217,128,3,14,1,-9,sbi,,,866,221,308
140026,108,200,1,226,42,3,15,1,-9,hbu,,,1534,381,330
140026,83,130,1,205,155,3,16,1,-9,tei,,,495,196,330
140026,83,130,1,112,30,-9,17,2,-9,hbu,,,202,144,341
140026,108,130,1,253,119,2,18,1,-9,hbu,,,1316,354,348
140026,83,130,1,141,94,4,19,1,-9,hbu,,,1140,109,354
140026,108,200,1,,,2,20,1,-9,hbu,,,1616,406,365
140026,108,130,1,269,132,2,21,1,-9,tei,,,1575,315,369
140026,83,130,1,156,82,3,22,1,-9,hbu,,,670,188,378
140026,83,130,1,293,172,2,23,1,-9,sbi,,,1569,409,383
140026,83,130,1,108,90,-9,24,2,-9,tei,,,1046,101,394
140026,83,130,1,127,114,4,25,1,-9,sbi,,,1073,114,6
140026,108,130,1,208,69,1,26,1,-9,rbu,,,1261,365,26
140026,83,130,1,139,51,4,27,1,-9,rbu,,,1235,147,25
140026,83,130,1,,,3,28,1,-9,tei,,,690,171,30
140026,83,130,1,,,3,29,1,-9,sbi,,,572,246,24
140026,36,130,5,,,4,30,1,-9,rbu,,,308,85,39
140026,83,130,1,206,105,2,31,1,-9,sbi,,,308,322,57
140026,83,130,1,223,127,2,32,1,-9,rbu,,,1043,274,42
140026,83,130,1,193,156,3,33,1,-9,sbi,,,1132,177,53
140026,83,130,1,204,109,2,34,1,-9,tei,,,520,236,75
140026,83,130,1,,,3,35,1,-9,tei,,,1154,184,71
140026,108,130,1,209,78,1,36,1,-9,tei,,,1650,411,77
140026,83,130,1,,,3,37,1,-9,tei,,,870,186,100
140026,108,130,1,,,2,38,1,-9,hbu,,,1755,380,291
140026,83,130,1,,,4,39,1,-9,hbu,,,1262,164,281
140026,83,130,1,180,135,3,40,1,-9,hbu,,,1223,226,331
140026,83,130,1,,,4,41,1,-9,tei,,,1215,137,338
140027,64,130,1,179,116,4,1,1,-9,gfi,,,969,154,93
140027,64,130,1,,,2,2,1,-9,gfi,,,1160,289,88
140027,64,130,1,,,1,3,1,-9,gfi,,,1545,377,103
140027,64,130,1,,,2,4,1,-9,gfi,,,1755,305,144
140027,64,130,1,,,2,5,1,-9,gfi,,,1047,280,114
140027,64,130,1,241,131,2,6,1,-9,gfi,,,815,258,115
140027,64,130,1,,,2,7,1,-9,gfi,,,1094,268,140
140027,64,130,1,,,1,8,1,-9,gfi,,,1067,347,154
140027,64,130,1,275,147,2,9,1,-9,gfi,,,153,336,153
140027,64,130,1,,,2,10,1,-9,gfi,,,862,272,176
140027,64,130,1,,,2,11,1,-9,gfi,,,1667,320,195
140027,64,130,1,,,2,12,1,-9,gfi,,,1662,348,207
140027,64,130,1,276,143,2,13,1,-9,gfi,,,1122,419,189
140027,64,130,1,225,137,3,14,1,-9,gfi,,,952,202,207
140027,64,130,1,,,2,15,1,-9,gfi,,,1243,310,224
140027,64,130,1,,,2,16,1,-9,gfi,,,1580,307,237
140027,64,130,1,,,2,17,1,-9,gfi,,,1194,260,238
140027,64,130,1,,,2,18,1,-9,gfi,,,976,216,230
140027,64,130,1,,,4,19,1,-9,gfi,,,468,268,247
140027,64,130,1,,,2,20,1,-9,gfi,,,536,219,260
140027,64,130,1,,,2,21,1,-9,gfi,,,1022,328,269
140027,64,130,1,,,2,22,1,-9,gfi,,,1454,323,268
140027,64,130,1,279,151,1,23,1,-9,gfi,,,1175,356,290
140027,64,130,1,,,3,24,1,-9,gfi,,,908,241,314
140027,64,130,1,,,3,25,1,-9,gfi,,,318,196,308
140027,64,130,1,,,2,26,1,-9,gfi,,,375,336,362
140027,64,130,1,,,2,27,1,-9,gfi,,,857,381,343
140027,64,130,1,,,3,28,1,-9,gfi,,,1027,184,332
140027,64,130,1,,,2,29,1,-9,gfi,,,1525,303,324
140027,64,130,1,165,119,4,30,1,-9,gfi,,,882,148,367
140027,64,130,1,,,2,31,1,-9,gfi,,,1137,278,361
140027,64,130,1,,,4,32,1,-9,gfi,,,1188,162,381
140027,64,130,1,,,2,33,1,-9,gfi,,,1138,279,387
140027,64,130,1,,,2,34,1,-9,gfi,,,687,309,393
140027,64,130,1,,,4,35,1,-9,gfi,,,389,163,9
140027,64,130,1,,,3,36,1,-9,gfi,,,367,254,41
140027,64,130,1,,,2,37,1,-9,gfi,,,1270,345,19
140027,64,130,1,,,2,38,1,-9,gfi,,,1094,342,38
140027,64,130,1,,,4,39,1,-9,gfi,,,887,176,56
140027,64,130,1,292,173,1,40,1,-9,ela,,,839,395,70
140027,64,130,1,,,2,41,1,-9,gfi,,,1281,352,73
140028,56,130,1,,,2,1,1,-9,ela,,,432,278,53
140028,71,130,1,,,2,2,1,-9,ela,,,970,301,39
140028,56,130,1,,,4,3,1,-9,ela,,,1173,127,49
140028,71,130,1,274,157,2,4,1,-9,ela,,,1408,343,61
140028,161,130,5,338,166,1,5,1,-9,ela,,,1952,812,85
140028,56,130,1,,,3,6,1,-9,ela,,,776,223,96
140028,56,130,1,,,2,7,1,-9,ela,,,460,274,103
140028,56,130,1,242,171,2,8,1,-9,ela,,,819,279,131
140028,56,130,1,,,2,9,1,-9,ela,,,1002,230,152
140028,56,130,1,,,3,10,1,-9,ela,,,721,189,163
140028,56,130,1,,,2,11,1,-9,ela,,,983,321,178
140028,56,130,1,,,4,12,1,-9,ela,,,1132,123,193
140028,56,130,1,,,2,13,1,-9,ela,,,367,277,195
140028,56,130,1,,,4,14,1,-9,ela,,,791,139,222
140028,56,130,1,,,4,15,1,-9,ela,,,887,121,229
140028,56,130,1,,,2,16,1,-9,ela,,,951,275,236
140028,56,130,1,,,4,17,1,-9,ela,,,1025,115,244
140028,56,130,1,,,4,18,1,-9,ela,,,1149,108,249
140028,56,130,1,146,80,4,20,1,-9,gfi,,,654,193,249
140028,56,130,1,208,143,3,21,1,-9,ela,,,1260,234,265
140028,56,130,1,,,3,22,1,-9,ela,,,855,221,276
140028,56,130,1,,,3,23,1,-9,ela,,,1245,251,296
140028,56,130,1,,,3,24,1,-9,ela,,,1114,214,315
140028,56,130,1,,,2,25,1,-9,ela,,,924,251,319
140028,56,130,1,,,4,26,1,-9,ela,,,879,165,305
140028,56,130,1,197,164,4,27,1,-9,ela,,,674,195,344
140028,71,130,1,274,184,2,28,1,-9,ela,,,329,361,328
140028,56,130,1,190,166,4,29,1,-9,ela,,,604,142,372
140028,161,130,5,294,185,1,30,1,-9,ela,,,1149,574,356
140028,71,130,1,,,2,31,1,-9,ela,,,1528,384,387
140028,71,130,1,,,2,32,1,-9,ela,,,1317,355,20
140028,56,130,1,,,4,33,1,-9,ela,,,1182,162,15
140028,71,130,1,,,2,34,1,-9,ela,,,1778,339,168
140029,71,130,1,172,64,3,1,1,-9,gfi,,,288,249,278
140029,41,130,2,,,4,2,1,-9,gfi,,,726,169,293
140029,71,130,1,,,2,3,1,-9,gfi,,,1481,412,287
140029,71,130,1,,,2,4,1,-9,gfi,,,1775,331,302
140029,71,130,1,254,60,2,5,1,-9,gfi,,,1544,403,317
140029,71,130,1,,,2,6,1,-9,gfi,,,1401,437,329
140029,71,130,1,,,2,7,1,-9,gfi,,,1073,350,321
140029,71,130,1,,,3,8,1,-9,gfi,,,683,264,330
140029,71,130,1,,,2,9,1,-9,gfi,,,1715,445,366
140029,71,130,1,,,2,10,1,-9,gfi,,,1029,318,364
140029,71,130,1,227,129,3,11,1,-9,sbi,,,1094,274,383
140029,71,130,1,,,2,12,1,-9,gfi,,,1505,339,389
140029,71,130,1,254,116,2,13,1,-9,as,,,1618,322,11
140029,71,130,1,230,141,2,14,1,-9,sbi,,,1573,327,27
140029,71,130,1,255,117,2,15,1,-9,sbi,,,1273,393,29
140029,71,130,1,244,169,3,16,1,-9,sbi,,,724,295,32
140029,71,130,1,270,99,1,17,1,-9,gfi,,,349,492,23
140029,71,180,1,234,92,2,18,1,-9,gfi,,,396,342,88
140029,71,130,1,240,75,2,19,1,-9,rbu,,,810,347,80
140029,71,130,1,,,2,20,1,-9,gfi,,,1687,390,100
140029,71,130,1,229,108,3,21,1,-9,tei,,,1472,303,100
140029,71,130,1,,,2,22,1,-9,gfi,,,1524,465,132
140029,71,130,1,,,2,23,1,-9,gfi,,,1288,368,131
140029,71,130,1,263,74,2,24,1,-9,gfi,,,1200,345,142
140029,71,130,1,,,2,25,1,-9,gfi,,,945,334,142
140029,71,130,1,293,92,1,26,1,-9,gfi,,,635,627,143
140029,71,130,1,231,62,3,27,1,-9,gfi,,,892,278,172
140029,71,130,1,,,2,28,1,-9,gfi,,,1515,356,188
140029,71,130,1,,,2,29,1,-9,gfi,,,1685,490,206
140029,41,130,2,178,45,4,30,1,-9,gfi,,,793,183,218
140029,131,130,5,236,116,2,31,1,-9,tei,,,1132,453,248
140029,71,130,1,,,2,32,1,-9,gfi,,,1634,325,244
140029,41,130,2,110,44,4,33,1,-9,gfi,,,1118,145,256
140029,131,130,5,251,130,2,34,1,-9,tei,,,917,528,276
140030,38,130,1,,,2,1,1,-9,gki,,,266,218,278
140030,38,130,1,145,62,2,2,1,-9,gki,,,141,256,291
140030,38,170,1,105,19,2,3,1,-9,sbi,,,589,194,294
140030,38,130,1,106,68,3,4,1,-9,sbi,,,656,155,308
140030,38,130,1,101,31,2,5,1,-9,gki,,,1256,198,292
140030,38,130,1,82,42,3,6,1,-9,gki,,,799,210,326
140030,38,130,1,103,61,2,7,1,-9,sbi,,,623,113,329
140030,38,130,1,,,2,8,1,-9,gki,,,592,179,372
140030,38,130,1,,,2,9,1,-9,gki,,,761,186,390
140030,38,130,1,90,40,3,10,1,-9,ela,,,1129,120,344
140030,38,130,1,,,1,11,1,-9,gki,,,1125,261,361
140030,38,130,1,144,46,1,12,1,-9,gki,,,1190,304,24
140030,38,130,1,113,30,3,13,1,-9,gfi,,,622,153,14
140030,38,130,1,98,38,3,14,1,-9,gfi,,,352,121,34
140030,38,130,1,,,2,15,1,-9,gki,,,872,238,45
140030,38,130,1,,,3,16,1,-9,gki,,,1199,182,53
140030,38,130,1,,,3,17,1,-9,gki,,,1038,175,74
140030,38,130,1,-2,,3,18,1,-9,gfi,,,1023,164,92
140030,38,130,1,,,1,19,1,-9,gki,,,480,274,99
140030,38,130,1,100,61,4,20,1,-9,gki,,,969,129,128
140030,38,130,1,,,2,21,1,-9,gki,,,1135,213,143
140030,38,130,1,,,2,22,1,-9,gki,,,1008,225,149
140030,38,130,1,,,3,23,1,-9,gki,,,709,196,145
140030,38,130,1,,,4,24,1,-9,gki,,,862,161,171
140030,38,130,1,100,50,2,25,1,-9,sbi,,,766,100,189
140030,38,130,1,99,47,2,26,1,-9,sbi,,,762,109,201
140030,38,130,1,,,4,27,1,-9,gki,,,684,124,208
140030,38,100,1,,,4,28,1,-9,gki,,,1120,246,250
140031,133,130,1,420,218,1,1,1,-9,gfi,,,408,532,149
140031,133,130,1,335,228,3,2,1,-9,gfi,,,681,296,161
140031,133,130,1,,,3,3,1,-9,gfi,,,1392,319,146
140031,133,130,1,321,188,3,4,1,-9,gfi,,,1560,326,158
140031,133,130,1,337,272,2,5,1,-9,gki,,,1419,392,165
140031,133,130,1,311,183,2,6,1,-9,gfi,,,1413,399,191
140031,133,130,1,,,2,7,1,-9,gfi,,,310,412,257
140031,133,130,1,,,1,8,1,-9,gfi,,,656,500,262
140031,133,150,1,,,2,9,1,-9,gfi,,,1113,345,239
140031,133,130,1,,,3,10,1,-9,gfi,,,1383,327,228
140031,133,130,1,,,3,11,1,-9,gfi,,,1301,327,252
140031,133,130,1,374,230,2,12,1,-9,gfi,,,1705,480,268
140031,133,130,1,289,263,3,13,1,-9,gki,,,1271,338,268
140031,133,130,1,,,2,14,1,-9,gfi,,,1732,386,278
140031,133,130,1,,,3,15,1,-9,gfi,,,1112,341,285
140031,133,130,1,383,269,2,16,1,-9,gfi,,,1670,448,306
140031,133,130,1,,,3,17,1,-9,gfi,,,1168,349,314
140031,133,130,1,,,3,18,1,-9,gfi,,,674,350,309
140031,133,130,1,,,2,19,1,-9,gfi,,,671,405,338
140031,133,130,1,426,226,1,20,1,-9,gfi,,,1114,612,349
140031,133,130,1,,,2,21,1,-9,gfi,,,1212,466,369
140031,133,130,1,,,3,22,1,-9,gfi,,,1535,338,374
140031,133,130,1,,,2,23,1,-9,gfi,,,1293,424,393
140031,133,130,1,,,1,24,1,-9,gfi,,,1414,490,30
140031,133,130,1,,,3,25,1,-9,gfi,,,1451,395,55
140031,133,130,1,,,3,26,1,-9,gfi,,,1276,395,60
140031,133,130,1,,,2,27,1,-9,gfi,,,1537,305,75
140031,133,130,1,,,2,28,1,-9,gfi,,,726,444,80
140031,133,130,1,,,3,29,1,-9,gfi,,,1305,393,97
140031,133,130,1,,,2,30,1,-9,gfi,,,1150,422,109
140031,133,130,1,,,2,31,1,-9,gfi,,,1054,463,128
140031,133,130,1,387,328,3,32,1,-9,gki,,,1764,326,259
140032,55,130,1,,,2,1,1,-9,ela,,,1756,460,152
140032,55,130,1,292,205,2,2,1,-9,ela,,,1023,474,162
140032,55,130,1,,,3,3,1,-9,ela,,,1028,287,178
140032,55,130,1,,,2,4,1,-9,ela,,,1458,355,201
140032,55,130,1,,,3,5,1,-9,ela,,,980,256,193
140032,55,130,1,,,2,6,1,-9,ela,,,875,334,202
140032,55,130,1,,,2,7,1,-9,ela,,,751,320,197
140032,55,130,1,,,4,8,1,-9,ela,,,1137,155,209
140032,55,130,1,232,189,3,9,1,-9,ela,,,761,216,221
140032,41,130,2,102,25,4,10,1,-9,gfi,,,322,104,239
140032,55,130,1,265,157,2,11,1,-9,sbi,,,505,338,264
140032,55,130,1,202,173,4,12,1,-9,ela,,,1241,173,239
140032,55,130,1,292,205,2,13,1,-9,ela,,,1447,304,236
140032,55,130,1,247,186,3,14,1,-9,ela,,,963,268,256
140032,51,130,1,187,53,4,15,1,-9,gfi,,,1118,224,264
140032,55,130,1,274,175,2,16,1,-9,ela,,,1181,511,291
140032,41,130,2,,,4,17,1,-9,gfi,,,651,149,278
140032,55,130,1,282,194,2,18,1,-9,ela,,,541,402,321
140032,51,130,5,168,72,4,19,1,-9,rbu,,,403,151,336
140032,55,150,1,,,4,20,1,-9,ela,,,1187,155,314
140032,55,130,1,,,2,21,1,-9,ela,,,1570,347,312
140032,55,130,1,,,2,22,1,-9,ela,,,1118,253,348
140032,51,130,1,,,3,23,1,-9,gfi,,,903,227,331
140032,55,130,1,232,122,3,24,1,-9,sbi,,,1197,271,364
140032,55,130,1,252,154,2,25,1,-9,ela,,,1433,363,396
140032,55,130,1,,,3,26,1,-9,ela,,,1195,319,396
140032,55,130,1,,,3,27,1,-9,ela,,,860,297,389
140032,55,130,1,,,2,28,1,-9,ela,,,677,434,386
140032,55,130,1,,,3,29,1,-9,sbi,,,1215,211,27
140032,55,130,1,,,4,30,1,-9,sbi,,,977,125,23
140032,55,130,1,167,130,4,31,1,-9,sbi,,,816,107,25
140032,51,130,1,,,4,32,1,-9,gfi,,,626,142,38
140032,55,130,1,,,3,33,1,-9,sbi,,,1035,243,47
140032,55,130,1,,,3,34,1,-9,sbi,,,888,272,52
140032,55,130,1,,,3,35,1,-9,sbi,,,307,253,53
140032,41,130,2,,,4,36,1,-9,gfi,,,363,141,80
140032,55,130,1,262,161,2,37,1,-9,sbi,,,577,191,68
140032,55,130,1,,,4,38,1,-9,sbi,,,1004,116,66
140032,81,140,5,255,57,1,39,1,-9,gfi,,,1155,563,81
140032,55,130,1,,,3,40,1,-9,sbi,,,835,282,88
140032,55,130,1,,,4,41,1,-9,sbi,,,704,164,91
140032,41,130,2,,,4,42,1,-9,gfi,,,565,101,100
140032,41,130,2,122,30,4,43,1,-9,gfi,,,436,132,111
140032,41,130,2,147,47,4,44,1,-9,gfi,,,761,158,117
140032,55,130,1,231,132,2,45,1,-9,sbi,,,303,243,134
140033,29,130,2,91,5,2,1,1,-9,gfi,,,899,105,285
140033,29,130,2,,,1,2,1,-9,gfi,,,1252,214,295
140033,29,130,2,,,2,3,1,-9,gfi,,,891,165,309
140033,29,130,2,,,2,4,1,-9,gfi,,,866,155,310
140033,29,130,2,103,50,2,5,1,-9,ela,,,1261,179,323
140033,29,130,2,,,1,6,1,-9,gfi,,,541,152,340
140033,29,130,2,,,2,7,1,-9,gfi,,,735,129,320
140033,29,130,2,,,1,8,1,-9,gfi,,,428,170,304
140033,29,130,2,,,3,9,1,-9,gfi,,,296,77,331
140033,29,130,2,,,3,10,1,-9,gfi,,,247,71,347
140033,29,130,2,,,2,11,1,-9,gfi,,,514,93,359
140033,29,130,2,,,2,12,1,-9,gfi,,,269,113,387
140033,29,130,2,112,42,1,13,1,-9,gki,,,836,235,371
140033,29,130,2,,,2,14,1,-9,gfi,,,1195,102,378
140033,29,130,2,,,1,15,1,-9,gfi,,,1082,140,391
140033,29,130,2,,,2,16,1,-9,gfi,,,825,141,2
140033,29,130,2,,,1,17,1,-9,gfi,,,1240,213,4
140033,29,130,2,,,2,18,1,-9,gfi,,,1083,115,19
140033,29,130,2,,,2,19,1,-9,gfi,,,1248,168,24
140033,29,130,2,,,2,20,1,-9,gfi,,,1055,125,36
